"Semi-major Axis (m)","Eccentricity","Inclination (deg)","RAAN (deg)","Arg of Perigee (deg)","Mean Anomaly (deg)"
6978137.000,0.000000,45.003,357.955,0.000,213.210
6978137.000,0.000000,45.003,357.919,0.000,250.494
6978137.000,0.000000,45.003,357.883,0.000,287.778
6978137.000,0.000000,45.003,357.848,0.000,325.062
6978137.000,0.000000,45.003,357.812,0.000,2.346
6978137.000,0.000000,45.003,357.776,0.000,39.630
6978137.000,0.000000,45.003,357.740,0.000,76.914
6978137.000,0.000000,45.003,357.705,0.000,114.198
6978137.000,0.000000,45.003,357.669,0.000,151.482
6978137.000,0.000000,45.003,357.633,0.000,188.766
6978137.000,0.000000,45.003,357.598,0.000,226.049
6978137.000,0.000000,45.003,357.562,0.000,263.333
6978137.000,0.000000,45.003,357.526,0.000,300.617
6978137.000,0.000000,45.003,357.490,0.000,337.901
6978137.000,0.000000,45.003,357.455,0.000,15.185
6978137.000,0.000000,45.003,357.419,0.000,52.469
6978137.000,0.000000,45.003,357.383,0.000,89.753
6978137.000,0.000000,45.003,357.347,0.000,127.037
6978137.000,0.000000,45.003,357.312,0.000,164.321
6978137.000,0.000000,45.003,357.276,0.000,201.605
6978137.000,0.000000,45.003,357.240,0.000,238.889
6978137.000,0.000000,45.003,357.204,0.000,276.173
6978137.000,0.000000,45.003,357.169,0.000,313.457
6978137.000,0.000000,45.003,357.133,0.000,350.741
6978137.000,0.000000,45.003,357.097,0.000,28.025
6978137.000,0.000000,45.003,357.062,0.000,65.309
6978137.000,0.000000,45.003,357.026,0.000,102.593
6978137.000,0.000000,45.003,356.990,0.000,139.877
6978137.000,0.000000,45.003,356.954,0.000,177.161
6978137.000,0.000000,45.003,356.919,0.000,214.445
6978137.000,0.000000,45.003,356.883,0.000,251.729
6978137.000,0.000000,45.003,356.847,0.000,289.013
6978137.000,0.000000,45.003,356.811,0.000,326.297
6978137.000,0.000000,45.003,356.776,0.000,3.581
6978137.000,0.000000,45.003,356.740,0.000,40.865
6978137.000,0.000000,45.003,356.704,0.000,78.149
6978137.000,0.000000,45.003,356.669,0.000,115.433
6978137.000,0.000000,45.003,356.633,0.000,152.717
6978137.000,0.000000,45.003,356.597,0.000,190.001
6978137.000,0.000000,45.003,356.561,0.000,227.285
6978137.000,0.000000,45.003,356.526,0.000,264.569
6978137.000,0.000000,45.003,356.490,0.000,301.853
6978137.000,0.000000,45.003,356.454,0.000,339.137
6978137.000,0.000000,45.003,356.418,0.000,16.421
6978137.000,0.000000,45.003,356.383,0.000,53.705
6978137.000,0.000000,45.003,356.347,0.000,90.989
6978137.000,0.000000,45.003,356.311,0.000,128.273
6978137.000,0.000000,45.003,356.276,0.000,165.557
6978137.000,0.000000,45.003,356.240,0.000,202.841
6978137.000,0.000000,45.003,356.204,0.000,240.125
6978137.000,0.000000,45.003,356.168,0.000,277.409
6978137.000,0.000000,45.003,356.133,0.000,314.693
6978137.000,0.000000,45.003,356.097,0.000,351.977
6978137.000,0.000000,45.003,356.061,0.000,29.261
6978137.000,0.000000,45.003,356.025,0.000,66.545
6978137.000,0.000000,45.003,355.990,0.000,103.829
6978137.000,0.000000,45.003,355.954,0.000,141.113
6978137.000,0.000000,45.003,355.918,0.000,178.397
6978137.000,0.000000,45.003,355.883,0.000,215.681
6978137.000,0.000000,45.003,355.847,0.000,252.965
6978137.000,0.000000,45.003,355.811,0.000,290.249
6978137.000,0.000000,45.003,355.775,0.000,327.533
6978137.000,0.000000,45.003,355.740,0.000,4.817
6978137.000,0.000000,45.003,355.704,0.000,42.101
6978137.000,0.000000,45.003,355.668,0.000,79.385
6978137.000,0.000000,45.003,355.632,0.000,116.669
6978137.000,0.000000,45.003,355.597,0.000,153.953
6978137.000,0.000000,45.003,355.561,0.000,191.237
6978137.000,0.000000,45.003,355.525,0.000,228.521
6978137.000,0.000000,45.003,355.489,0.000,265.805
6978137.000,0.000000,45.003,355.454,0.000,303.089
6978137.000,0.000000,45.003,355.418,0.000,340.373
6978137.000,0.000000,45.003,355.382,0.000,17.657
6978137.000,0.000000,45.003,355.347,0.000,54.941
6978137.000,0.000000,45.003,355.311,0.000,92.225
6978137.000,0.000000,45.003,355.275,0.000,129.509
6978137.000,0.000000,45.003,355.239,0.000,166.793
6978137.000,0.000000,45.003,355.204,0.000,204.077
6978137.000,0.000000,45.003,355.168,0.000,241.361
6978137.000,0.000000,45.003,355.132,0.000,278.645
6978137.000,0.000000,45.003,355.096,0.000,315.929
6978137.000,0.000000,45.003,355.061,0.000,353.213
6978137.000,0.000000,45.003,355.025,0.000,30.497
6978137.000,0.000000,45.003,354.989,0.000,67.781
6978137.000,0.000000,45.003,354.954,0.000,105.065
6978137.000,0.000000,45.003,354.918,0.000,142.349
6978137.000,0.000000,45.003,354.882,0.000,179.633
6978137.000,0.000000,45.003,354.846,0.000,216.917
6978137.000,0.000000,45.003,354.811,0.000,254.201
6978137.000,0.000000,45.003,354.775,0.000,291.485
6978137.000,0.000000,45.003,354.739,0.000,328.769
6978137.000,0.000000,45.003,354.703,0.000,6.053
6978137.000,0.000000,45.003,354.668,0.000,43.337
6978137.000,0.000000,45.003,354.632,0.000,80.621
6978137.000,0.000000,45.003,354.596,0.000,117.905
6978137.000,0.000000,45.003,354.561,0.000,155.189
6978137.000,0.000000,45.003,354.525,0.000,192.473
6978137.000,0.000000,45.003,354.489,0.000,229.757
6978137.000,0.000000,45.003,354.453,0.000,267.041
6978137.000,0.000000,45.003,354.418,0.000,304.325
6978137.000,0.000000,45.003,354.382,0.000,341.609
6978137.000,0.000000,45.003,354.346,0.000,18.893
6978137.000,0.000000,45.003,354.310,0.000,56.177
6978137.000,0.000000,45.003,354.275,0.000,93.461
6978137.000,0.000000,45.003,354.239,0.000,130.745
6978137.000,0.000000,45.003,354.203,0.000,168.028
6978137.000,0.000000,45.003,354.168,0.000,205.312
6978137.000,0.000000,45.003,354.132,0.000,242.596
6978137.000,0.000000,45.003,354.096,0.000,279.880
6978137.000,0.000000,45.003,354.060,0.000,317.164
6978137.000,0.000000,45.003,354.025,0.000,354.448
6978137.000,0.000000,45.003,353.989,0.000,31.732
6978137.000,0.000000,45.003,353.953,0.000,69.016
6978137.000,0.000000,45.003,353.917,0.000,106.300
6978137.000,0.000000,45.003,353.882,0.000,143.584
6978137.000,0.000000,45.003,353.846,0.000,180.868
6978137.000,0.000000,45.003,353.810,0.000,218.152
6978137.000,0.000000,45.003,353.774,0.000,255.436
6978137.000,0.000000,45.003,353.739,0.000,292.720
6978137.000,0.000000,45.003,353.703,0.000,330.004
6978137.000,0.000000,45.003,353.667,0.000,7.288
6978137.000,0.000000,45.003,353.632,0.000,44.572
6978137.000,0.000000,45.003,353.596,0.000,81.856
6978137.000,0.000000,45.003,353.560,0.000,119.140
6978137.000,0.000000,45.003,353.524,0.000,156.424
6978137.000,0.000000,45.003,353.489,0.000,193.708
6978137.000,0.000000,45.003,353.453,0.000,230.992
6978137.000,0.000000,45.003,353.417,0.000,268.276
6978137.000,0.000000,45.003,353.381,0.000,305.560
6978137.000,0.000000,45.003,353.346,0.000,342.844
6978137.000,0.000000,45.003,353.310,0.000,20.128
6978137.000,0.000000,45.003,353.274,0.000,57.412
6978137.000,0.000000,45.003,353.239,0.000,94.696
6978137.000,0.000000,45.003,353.203,0.000,131.980
6978137.000,0.000000,45.003,353.167,0.000,169.264
6978137.000,0.000000,45.003,353.131,0.000,206.548
6978137.000,0.000000,45.003,353.096,0.000,243.832
6978137.000,0.000000,45.003,353.060,0.000,281.116
6978137.000,0.000000,45.003,353.024,0.000,318.400
6978137.000,0.000000,45.003,352.988,0.000,355.684
6978137.000,0.000000,45.003,352.953,0.000,32.968
6978137.000,0.000000,45.003,352.917,0.000,70.252
6978137.000,0.000000,45.003,352.881,0.000,107.536
6978137.000,0.000000,45.003,352.846,0.000,144.820
6978137.000,0.000000,45.003,352.810,0.000,182.104
6978137.000,0.000000,45.003,352.774,0.000,219.388
6978137.000,0.000000,45.003,352.738,0.000,256.672
6978137.000,0.000000,45.003,352.703,0.000,293.956
6978137.000,0.000000,45.003,352.667,0.000,331.240
6978137.000,0.000000,45.003,352.631,0.000,8.524
6978137.000,0.000000,45.003,352.595,0.000,45.808
6978137.000,0.000000,45.003,352.560,0.000,83.092
6978137.000,0.000000,45.003,352.524,0.000,120.376
6978137.000,0.000000,45.003,352.488,0.000,157.660
6978137.000,0.000000,45.003,352.452,0.000,194.944
6978137.000,0.000000,45.003,352.417,0.000,232.228
6978137.000,0.000000,45.003,352.381,0.000,269.512
6978137.000,0.000000,45.003,352.345,0.000,306.796
6978137.000,0.000000,45.003,352.310,0.000,344.080
6978137.000,0.000000,45.003,352.274,0.000,21.364
6978137.000,0.000000,45.003,352.238,0.000,58.648
6978137.000,0.000000,45.003,352.202,0.000,95.932
6978137.000,0.000000,45.003,352.167,0.000,133.216
6978137.000,0.000000,45.003,352.131,0.000,170.500
6978137.000,0.000000,45.003,352.095,0.000,207.784
6978137.000,0.000000,45.003,352.059,0.000,245.068
6978137.000,0.000000,45.003,352.024,0.000,282.352
6978137.000,0.000000,45.003,351.988,0.000,319.636
6978137.000,0.000000,45.003,351.952,0.000,356.920
6978137.000,0.000000,45.003,351.917,0.000,34.204
6978137.000,0.000000,45.003,351.881,0.000,71.488
6978137.000,0.000000,45.003,351.845,0.000,108.772
6978137.000,0.000000,45.003,351.809,0.000,146.056
6978137.000,0.000000,45.003,351.774,0.000,183.340
6978137.000,0.000000,45.003,351.738,0.000,220.624
6978137.000,0.000000,45.003,351.702,0.000,257.908
6978137.000,0.000000,45.003,351.666,0.000,295.192
6978137.000,0.000000,45.003,351.631,0.000,332.476
6978137.000,0.000000,45.003,351.595,0.000,9.760
6978137.000,0.000000,45.003,351.559,0.000,47.044
6978137.000,0.000000,45.003,351.524,0.000,84.328
6978137.000,0.000000,45.003,351.488,0.000,121.612
6978137.000,0.000000,45.003,351.452,0.000,158.896
6978137.000,0.000000,45.003,351.416,0.000,196.180
6978137.000,0.000000,45.003,351.381,0.000,233.464
6978137.000,0.000000,45.003,351.345,0.000,270.748
6978137.000,0.000000,45.003,351.309,0.000,308.032
6978137.000,0.000000,45.003,351.273,0.000,345.316
6978137.000,0.000000,45.003,351.238,0.000,22.600
6978137.000,0.000000,45.003,351.202,0.000,59.884
6978137.000,0.000000,45.003,351.166,0.000,97.168
6978137.000,0.000000,45.003,351.131,0.000,134.452
6978137.000,0.000000,45.003,351.095,0.000,171.736
6978137.000,0.000000,45.003,351.059,0.000,209.020
6978137.000,0.000000,45.003,351.023,0.000,246.304
6978137.000,0.000000,45.003,350.988,0.000,283.588
6978137.000,0.000000,45.003,350.952,0.000,320.872
6978137.000,0.000000,45.003,350.916,0.000,358.156
6978137.000,0.000000,45.003,350.880,0.000,35.440
6978137.000,0.000000,45.003,350.845,0.000,72.724
6978137.000,0.000000,45.003,350.809,0.000,110.007
6978137.000,0.000000,45.003,350.773,0.000,147.291
6978137.000,0.000000,45.003,350.737,0.000,184.575
6978137.000,0.000000,45.003,350.702,0.000,221.859
6978137.000,0.000000,45.003,350.666,0.000,259.143
6978137.000,0.000000,45.003,350.630,0.000,296.427
6978137.000,0.000000,45.003,350.595,0.000,333.711
6978137.000,0.000000,45.003,350.559,0.000,10.995
6978137.000,0.000000,45.003,350.523,0.000,48.279
6978137.000,0.000000,45.003,350.487,0.000,85.563
6978137.000,0.000000,45.003,350.452,0.000,122.847
6978137.000,0.000000,45.003,350.416,0.000,160.131
6978137.000,0.000000,45.003,350.380,0.000,197.415
6978137.000,0.000000,45.003,350.344,0.000,234.699
6978137.000,0.000000,45.003,350.309,0.000,271.983
6978137.000,0.000000,45.003,350.273,0.000,309.267
6978137.000,0.000000,45.003,350.237,0.000,346.551
6978137.000,0.000000,45.003,350.202,0.000,23.835
6978137.000,0.000000,45.003,350.166,0.000,61.119
6978137.000,0.000000,45.003,350.130,0.000,98.403
6978137.000,0.000000,45.003,350.094,0.000,135.687
6978137.000,0.000000,45.003,350.059,0.000,172.971
6978137.000,0.000000,45.003,350.023,0.000,210.255
6978137.000,0.000000,45.003,349.987,0.000,247.539
6978137.000,0.000000,45.003,349.951,0.000,284.823
6978137.000,0.000000,45.003,349.916,0.000,322.107
6978137.000,0.000000,45.003,349.880,0.000,359.391
6978137.000,0.000000,45.003,349.844,0.000,36.675
6978137.000,0.000000,45.003,349.809,0.000,73.959
6978137.000,0.000000,45.003,349.773,0.000,111.243
6978137.000,0.000000,45.003,349.737,0.000,148.527
6978137.000,0.000000,45.003,349.701,0.000,185.811
6978137.000,0.000000,45.003,349.666,0.000,223.095
6978137.000,0.000000,45.003,349.630,0.000,260.379
6978137.000,0.000000,45.003,349.594,0.000,297.663
6978137.000,0.000000,45.003,349.558,0.000,334.947
6978137.000,0.000000,45.003,349.523,0.000,12.231
6978137.000,0.000000,45.003,349.487,0.000,49.515
6978137.000,0.000000,45.003,349.451,0.000,86.799
6978137.000,0.000000,45.003,349.416,0.000,124.083
6978137.000,0.000000,45.003,349.380,0.000,161.367
6978137.000,0.000000,45.003,349.344,0.000,198.651
6978137.000,0.000000,45.003,349.308,0.000,235.935
6978137.000,0.000000,45.003,349.273,0.000,273.219
6978137.000,0.000000,45.003,349.237,0.000,310.503
6978137.000,0.000000,45.003,349.201,0.000,347.787
6978137.000,0.000000,45.003,349.165,0.000,25.071
6978137.000,0.000000,45.003,349.130,0.000,62.355
6978137.000,0.000000,45.003,349.094,0.000,99.639
6978137.000,0.000000,45.003,349.058,0.000,136.923
6978137.000,0.000000,45.003,349.022,0.000,174.207
6978137.000,0.000000,45.003,348.987,0.000,211.491
6978137.000,0.000000,45.003,348.951,0.000,248.775
6978137.000,0.000000,45.003,348.915,0.000,286.059
6978137.000,0.000000,45.003,348.880,0.000,323.343
6978137.000,0.000000,45.003,348.844,0.000,0.627
6978137.000,0.000000,45.003,348.808,0.000,37.911
6978137.000,0.000000,45.003,348.772,0.000,75.195
6978137.000,0.000000,45.003,348.737,0.000,112.479
6978137.000,0.000000,45.003,348.701,0.000,149.763
6978137.000,0.000000,45.003,348.665,0.000,187.047
6978137.000,0.000000,45.003,348.629,0.000,224.331
6978137.000,0.000000,45.003,348.594,0.000,261.615
6978137.000,0.000000,45.003,348.558,0.000,298.899
6978137.000,0.000000,45.003,348.522,0.000,336.183
6978137.000,0.000000,45.003,348.487,0.000,13.467
6978137.000,0.000000,45.003,348.451,0.000,50.751
6978137.000,0.000000,45.003,348.415,0.000,88.035
6978137.000,0.000000,45.003,348.379,0.000,125.319
6978137.000,0.000000,45.003,348.344,0.000,162.603
6978137.000,0.000000,45.003,348.308,0.000,199.887
6978137.000,0.000000,45.003,348.272,0.000,237.171
6978137.000,0.000000,45.003,348.236,0.000,274.455
6978137.000,0.000000,45.003,348.201,0.000,311.739
6978137.000,0.000000,45.003,348.165,0.000,349.023
6978137.000,0.000000,45.003,348.129,0.000,26.307
6978137.000,0.000000,45.003,348.094,0.000,63.591
6978137.000,0.000000,45.003,348.058,0.000,100.875
6978137.000,0.000000,45.003,348.022,0.000,138.159
6978137.000,0.000000,45.003,347.986,0.000,175.443
6978137.000,0.000000,45.003,347.951,0.000,212.727
6978137.000,0.000000,45.003,347.915,0.000,250.011
6978137.000,0.000000,45.003,347.879,0.000,287.295
6978137.000,0.000000,45.003,347.843,0.000,324.579
6978137.000,0.000000,45.003,347.808,0.000,1.863
6978137.000,0.000000,45.003,347.772,0.000,39.147
6978137.000,0.000000,45.003,347.736,0.000,76.431
6978137.000,0.000000,45.003,347.700,0.000,113.715
6978137.000,0.000000,45.003,347.665,0.000,150.999
6978137.000,0.000000,45.003,347.629,0.000,188.283
6978137.000,0.000000,45.003,347.593,0.000,225.567
6978137.000,0.000000,45.003,347.558,0.000,262.851
6978137.000,0.000000,45.003,347.522,0.000,300.135
6978137.000,0.000000,45.003,347.486,0.000,337.419
6978137.000,0.000000,45.003,347.450,0.000,14.703
6978137.000,0.000000,45.003,347.415,0.000,51.986
6978137.000,0.000000,45.003,347.379,0.000,89.270
6978137.000,0.000000,45.003,347.343,0.000,126.554
6978137.000,0.000000,45.003,347.307,0.000,163.838
6978137.000,0.000000,45.003,347.272,0.000,201.122
6978137.000,0.000000,45.003,347.236,0.000,238.406
6978137.000,0.000000,45.003,347.200,0.000,275.690
6978137.000,0.000000,45.003,347.165,0.000,312.974
6978137.000,0.000000,45.003,347.129,0.000,350.258
6978137.000,0.000000,45.003,347.093,0.000,27.542
6978137.000,0.000000,45.003,347.057,0.000,64.826
6978137.000,0.000000,45.003,347.022,0.000,102.110
6978137.000,0.000000,45.003,346.986,0.000,139.394
6978137.000,0.000000,45.003,346.950,0.000,176.678
6978137.000,0.000000,45.003,346.914,0.000,213.962
6978137.000,0.000000,45.003,346.879,0.000,251.246
6978137.000,0.000000,45.003,346.843,0.000,288.530
6978137.000,0.000000,45.003,346.807,0.000,325.814
6978137.000,0.000000,45.003,346.772,0.000,3.098
6978137.000,0.000000,45.003,346.736,0.000,40.382
6978137.000,0.000000,45.003,346.700,0.000,77.666
6978137.000,0.000000,45.003,346.664,0.000,114.950
6978137.000,0.000000,45.003,346.629,0.000,152.234
6978137.000,0.000000,45.003,346.593,0.000,189.518
6978137.000,0.000000,45.003,346.557,0.000,226.802
6978137.000,0.000000,45.003,346.521,0.000,264.086
6978137.000,0.000000,45.003,346.486,0.000,301.370
6978137.000,0.000000,45.003,346.450,0.000,338.654
6978137.000,0.000000,45.003,346.414,0.000,15.938
6978137.000,0.000000,45.003,346.379,0.000,53.222
6978137.000,0.000000,45.003,346.343,0.000,90.506
6978137.000,0.000000,45.003,346.307,0.000,127.790
6978137.000,0.000000,45.003,346.271,0.000,165.074
6978137.000,0.000000,45.003,346.236,0.000,202.358
6978137.000,0.000000,45.003,346.200,0.000,239.642
6978137.000,0.000000,45.003,346.164,0.000,276.926
6978137.000,0.000000,45.003,346.128,0.000,314.210
6978137.000,0.000000,45.003,346.093,0.000,351.494
6978137.000,0.000000,45.003,346.057,0.000,28.778
6978137.000,0.000000,45.003,346.021,0.000,66.062
6978137.000,0.000000,45.003,345.985,0.000,103.346
6978137.000,0.000000,45.003,345.950,0.000,140.630
6978137.000,0.000000,45.003,345.914,0.000,177.914
6978137.000,0.000000,45.003,345.878,0.000,215.198
6978137.000,0.000000,45.003,345.843,0.000,252.482
6978137.000,0.000000,45.003,345.807,0.000,289.766
6978137.000,0.000000,45.003,345.771,0.000,327.050
6978137.000,0.000000,45.003,345.735,0.000,4.334
6978137.000,0.000000,45.003,345.700,0.000,41.618
6978137.000,0.000000,45.003,345.664,0.000,78.902
6978137.000,0.000000,45.003,345.628,0.000,116.186
6978137.000,0.000000,45.003,345.592,0.000,153.470
6978137.000,0.000000,45.003,345.557,0.000,190.754
6978137.000,0.000000,45.003,345.521,0.000,228.038
6978137.000,0.000000,45.003,345.485,0.000,265.322
6978137.000,0.000000,45.003,345.450,0.000,302.606
6978137.000,0.000000,45.003,345.414,0.000,339.890
6978137.000,0.000000,45.003,345.378,0.000,17.174
6978137.000,0.000000,45.003,345.342,0.000,54.458
6978137.000,0.000000,45.003,345.307,0.000,91.742
6978137.000,0.000000,45.003,345.271,0.000,129.026
6978137.000,0.000000,45.003,345.235,0.000,166.310
6978137.000,0.000000,45.003,345.199,0.000,203.594
6978137.000,0.000000,45.003,345.164,0.000,240.878
6978137.000,0.000000,45.003,345.128,0.000,278.162
6978137.000,0.000000,45.003,345.092,0.000,315.446
6978137.000,0.000000,45.003,345.057,0.000,352.730
6978137.000,0.000000,45.003,345.021,0.000,30.014
6978137.000,0.000000,45.003,344.985,0.000,67.298
6978137.000,0.000000,45.003,344.949,0.000,104.582
6978137.000,0.000000,45.003,344.914,0.000,141.866
6978137.000,0.000000,45.003,344.878,0.000,179.150
6978137.000,0.000000,45.003,344.842,0.000,216.434
6978137.000,0.000000,45.003,344.806,0.000,253.718
6978137.000,0.000000,45.003,344.771,0.000,291.002
6978137.000,0.000000,45.003,344.735,0.000,328.286
6978137.000,0.000000,45.003,344.699,0.000,5.570
6978137.000,0.000000,45.003,344.664,0.000,42.854
6978137.000,0.000000,45.003,344.628,0.000,80.138
6978137.000,0.000000,45.003,344.592,0.000,117.422
6978137.000,0.000000,45.003,344.556,0.000,154.706
6978137.000,0.000000,45.003,344.521,0.000,191.990
6978137.000,0.000000,45.003,344.485,0.000,229.274
6978137.000,0.000000,45.003,344.449,0.000,266.558
6978137.000,0.000000,45.003,344.413,0.000,303.842
6978137.000,0.000000,45.003,344.378,0.000,341.126
6978137.000,0.000000,45.003,344.342,0.000,18.410
6978137.000,0.000000,45.003,344.306,0.000,55.694
6978137.000,0.000000,45.003,344.270,0.000,92.978
6978137.000,0.000000,45.003,344.235,0.000,130.262
6978137.000,0.000000,45.003,344.199,0.000,167.546
6978137.000,0.000000,45.003,344.163,0.000,204.830
6978137.000,0.000000,45.003,344.128,0.000,242.114
6978137.000,0.000000,45.003,344.092,0.000,279.398
6978137.000,0.000000,45.003,344.056,0.000,316.681
6978137.000,0.000000,45.003,344.020,0.000,353.965
6978137.000,0.000000,45.003,343.985,0.000,31.249
6978137.000,0.000000,45.003,343.949,0.000,68.533
6978137.000,0.000000,45.003,343.913,0.000,105.817
6978137.000,0.000000,45.003,343.877,0.000,143.101
6978137.000,0.000000,45.003,343.842,0.000,180.385
6978137.000,0.000000,45.003,343.806,0.000,217.669
6978137.000,0.000000,45.003,343.770,0.000,254.953
6978137.000,0.000000,45.003,343.735,0.000,292.237
6978137.000,0.000000,45.003,343.699,0.000,329.521
6978137.000,0.000000,45.003,343.663,0.000,6.805
6978137.000,0.000000,45.003,343.627,0.000,44.089
6978137.000,0.000000,45.003,343.592,0.000,81.373
6978137.000,0.000000,45.003,343.556,0.000,118.657
6978137.000,0.000000,45.003,343.520,0.000,155.941
6978137.000,0.000000,45.003,343.484,0.000,193.225
6978137.000,0.000000,45.003,343.449,0.000,230.509
6978137.000,0.000000,45.003,343.413,0.000,267.793
6978137.000,0.000000,45.003,343.377,0.000,305.077
6978137.000,0.000000,45.003,343.342,0.000,342.361
6978137.000,0.000000,45.003,343.306,0.000,19.645
6978137.000,0.000000,45.003,343.270,0.000,56.929
6978137.000,0.000000,45.003,343.234,0.000,94.213
6978137.000,0.000000,45.003,343.199,0.000,131.497
6978137.000,0.000000,45.003,343.163,0.000,168.781
6978137.000,0.000000,45.003,343.127,0.000,206.065
6978137.000,0.000000,45.003,343.091,0.000,243.349
6978137.000,0.000000,45.003,343.056,0.000,280.633
6978137.000,0.000000,45.003,343.020,0.000,317.917
6978137.000,0.000000,45.003,342.984,0.000,355.201
6978137.000,0.000000,45.003,342.949,0.000,32.485
6978137.000,0.000000,45.003,342.913,0.000,69.769
6978137.000,0.000000,45.003,342.877,0.000,107.053
6978137.000,0.000000,45.003,342.841,0.000,144.337
6978137.000,0.000000,45.003,342.806,0.000,181.621
6978137.000,0.000000,45.003,342.770,0.000,218.905
6978137.000,0.000000,45.003,342.734,0.000,256.189
6978137.000,0.000000,45.003,342.698,0.000,293.473
6978137.000,0.000000,45.003,342.663,0.000,330.757
6978137.000,0.000000,45.003,342.627,0.000,8.041
6978137.000,0.000000,45.003,342.591,0.000,45.325
6978137.000,0.000000,45.003,342.555,0.000,82.609
6978137.000,0.000000,45.003,342.520,0.000,119.893
6978137.000,0.000000,45.003,342.484,0.000,157.177
6978137.000,0.000000,45.003,342.448,0.000,194.461
6978137.000,0.000000,45.003,342.413,0.000,231.745
6978137.000,0.000000,45.003,342.377,0.000,269.029
6978137.000,0.000000,45.003,342.341,0.000,306.313
6978137.000,0.000000,45.003,342.305,0.000,343.597
6978137.000,0.000000,45.003,342.270,0.000,20.881
6978137.000,0.000000,45.003,342.234,0.000,58.165
6978137.000,0.000000,45.003,342.198,0.000,95.449
6978137.000,0.000000,45.003,342.162,0.000,132.733
6978137.000,0.000000,45.003,342.127,0.000,170.017
6978137.000,0.000000,45.003,342.091,0.000,207.301
6978137.000,0.000000,45.003,342.055,0.000,244.585
6978137.000,0.000000,45.003,342.020,0.000,281.869
6978137.000,0.000000,45.003,341.984,0.000,319.153
6978137.000,0.000000,45.003,341.948,0.000,356.437
6978137.000,0.000000,45.003,341.912,0.000,33.721
6978137.000,0.000000,45.003,341.877,0.000,71.005
6978137.000,0.000000,45.003,341.841,0.000,108.289
6978137.000,0.000000,45.003,341.805,0.000,145.573
6978137.000,0.000000,45.003,341.769,0.000,182.857
6978137.000,0.000000,45.003,341.734,0.000,220.141
6978137.000,0.000000,45.003,341.698,0.000,257.425
6978137.000,0.000000,45.003,341.662,0.000,294.709
6978137.000,0.000000,45.003,341.627,0.000,331.993
6978137.000,0.000000,45.003,341.591,0.000,9.277
