"Semi-major Axis (m)","Eccentricity","Inclination (deg)","RAAN (deg)","Arg of Perigee (deg)","Mean Anomaly (deg)"
6978137.000,0.000000,45.003,341.555,0.000,46.561
6978137.000,0.000000,45.003,341.519,0.000,83.845
6978137.000,0.000000,45.003,341.484,0.000,121.129
6978137.000,0.000000,45.003,341.448,0.000,158.413
6978137.000,0.000000,45.003,341.412,0.000,195.697
6978137.000,0.000000,45.003,341.376,0.000,232.981
6978137.000,0.000000,45.003,341.341,0.000,270.265
6978137.000,0.000000,45.003,341.305,0.000,307.549
6978137.000,0.000000,45.003,341.269,0.000,344.833
6978137.000,0.000000,45.003,341.233,0.000,22.117
6978137.000,0.000000,45.003,341.198,0.000,59.401
6978137.000,0.000000,45.003,341.162,0.000,96.685
6978137.000,0.000000,45.003,341.126,0.000,133.969
6978137.000,0.000000,45.003,341.091,0.000,171.253
6978137.000,0.000000,45.003,341.055,0.000,208.537
6978137.000,0.000000,45.003,341.019,0.000,245.821
6978137.000,0.000000,45.003,340.983,0.000,283.105
6978137.000,0.000000,45.003,340.948,0.000,320.389
6978137.000,0.000000,45.003,340.912,0.000,357.673
6978137.000,0.000000,45.003,340.876,0.000,34.957
6978137.000,0.000000,45.003,340.840,0.000,72.241
6978137.000,0.000000,45.003,340.805,0.000,109.525
6978137.000,0.000000,45.003,340.769,0.000,146.809
6978137.000,0.000000,45.003,340.733,0.000,184.093
6978137.000,0.000000,45.003,340.698,0.000,221.377
6978137.000,0.000000,45.003,340.662,0.000,258.660
6978137.000,0.000000,45.003,340.626,0.000,295.944
6978137.000,0.000000,45.003,340.590,0.000,333.228
6978137.000,0.000000,45.003,340.555,0.000,10.512
6978137.000,0.000000,45.003,340.519,0.000,47.796
6978137.000,0.000000,45.003,340.483,0.000,85.080
6978137.000,0.000000,45.003,340.447,0.000,122.364
6978137.000,0.000000,45.003,340.412,0.000,159.648
6978137.000,0.000000,45.003,340.376,0.000,196.932
6978137.000,0.000000,45.003,340.340,0.000,234.216
6978137.000,0.000000,45.003,340.305,0.000,271.500
6978137.000,0.000000,45.003,340.269,0.000,308.784
6978137.000,0.000000,45.003,340.233,0.000,346.068
6978137.000,0.000000,45.003,340.197,0.000,23.352
6978137.000,0.000000,45.003,340.162,0.000,60.636
6978137.000,0.000000,45.003,340.126,0.000,97.920
6978137.000,0.000000,45.003,340.090,0.000,135.204
6978137.000,0.000000,45.003,340.054,0.000,172.488
6978137.000,0.000000,45.003,340.019,0.000,209.772
6978137.000,0.000000,45.003,339.983,0.000,247.056
6978137.000,0.000000,45.003,339.947,0.000,284.340
6978137.000,0.000000,45.003,339.912,0.000,321.624
6978137.000,0.000000,45.003,339.876,0.000,358.908
6978137.000,0.000000,45.003,339.840,0.000,36.192
6978137.000,0.000000,45.003,339.804,0.000,73.476
6978137.000,0.000000,45.003,339.769,0.000,110.760
6978137.000,0.000000,45.003,339.733,0.000,148.044
6978137.000,0.000000,45.003,339.697,0.000,185.328
6978137.000,0.000000,45.003,339.661,0.000,222.612
6978137.000,0.000000,45.003,339.626,0.000,259.896
6978137.000,0.000000,45.003,339.590,0.000,297.180
6978137.000,0.000000,45.003,339.554,0.000,334.464
6978137.000,0.000000,45.003,339.518,0.000,11.748
6978137.000,0.000000,45.003,339.483,0.000,49.032
6978137.000,0.000000,45.003,339.447,0.000,86.316
6978137.000,0.000000,45.003,339.411,0.000,123.600
6978137.000,0.000000,45.003,339.376,0.000,160.884
6978137.000,0.000000,45.003,339.340,0.000,198.168
6978137.000,0.000000,45.003,339.304,0.000,235.452
6978137.000,0.000000,45.003,339.268,0.000,272.736
6978137.000,0.000000,45.003,339.233,0.000,310.020
6978137.000,0.000000,45.003,339.197,0.000,347.304
6978137.000,0.000000,45.003,339.161,0.000,24.588
6978137.000,0.000000,45.003,339.125,0.000,61.872
6978137.000,0.000000,45.003,339.090,0.000,99.156
6978137.000,0.000000,45.003,339.054,0.000,136.440
6978137.000,0.000000,45.003,339.018,0.000,173.724
6978137.000,0.000000,45.003,338.983,0.000,211.008
6978137.000,0.000000,45.003,338.947,0.000,248.292
6978137.000,0.000000,45.003,338.911,0.000,285.576
6978137.000,0.000000,45.003,338.875,0.000,322.860
6978137.000,0.000000,45.003,338.840,0.000,0.144
6978137.000,0.000000,45.003,338.804,0.000,37.428
6978137.000,0.000000,45.003,338.768,0.000,74.712
6978137.000,0.000000,45.003,338.732,0.000,111.996
6978137.000,0.000000,45.003,338.697,0.000,149.280
6978137.000,0.000000,45.003,338.661,0.000,186.564
6978137.000,0.000000,45.003,338.625,0.000,223.848
6978137.000,0.000000,45.003,338.590,0.000,261.132
6978137.000,0.000000,45.003,338.554,0.000,298.416
6978137.000,0.000000,45.003,338.518,0.000,335.700
6978137.000,0.000000,45.003,338.482,0.000,12.984
6978137.000,0.000000,45.003,338.447,0.000,50.268
6978137.000,0.000000,45.003,338.411,0.000,87.552
6978137.000,0.000000,45.003,338.375,0.000,124.836
6978137.000,0.000000,45.003,338.339,0.000,162.120
6978137.000,0.000000,45.003,338.304,0.000,199.404
6978137.000,0.000000,45.003,338.268,0.000,236.688
6978137.000,0.000000,45.003,338.232,0.000,273.972
6978137.000,0.000000,45.003,338.197,0.000,311.256
6978137.000,0.000000,45.003,338.161,0.000,348.540
6978137.000,0.000000,45.003,338.125,0.000,25.824
6978137.000,0.000000,45.003,338.089,0.000,63.108
6978137.000,0.000000,45.003,338.054,0.000,100.392
6978137.000,0.000000,45.003,338.018,0.000,137.676
6978137.000,0.000000,45.003,337.982,0.000,174.960
6978137.000,0.000000,45.003,337.946,0.000,212.244
6978137.000,0.000000,45.003,337.911,0.000,249.528
6978137.000,0.000000,45.003,337.875,0.000,286.812
6978137.000,0.000000,45.003,337.839,0.000,324.096
6978137.000,0.000000,45.003,337.803,0.000,1.380
6978137.000,0.000000,45.003,337.768,0.000,38.664
6978137.000,0.000000,45.003,337.732,0.000,75.948
6978137.000,0.000000,45.003,337.696,0.000,113.232
6978137.000,0.000000,45.003,337.661,0.000,150.516
6978137.000,0.000000,45.003,337.625,0.000,187.800
6978137.000,0.000000,45.003,337.589,0.000,225.084
6978137.000,0.000000,45.003,337.553,0.000,262.368
6978137.000,0.000000,45.003,337.518,0.000,299.652
6978137.000,0.000000,45.003,337.482,0.000,336.936
6978137.000,0.000000,45.003,337.446,0.000,14.220
6978137.000,0.000000,45.003,337.410,0.000,51.504
6978137.000,0.000000,45.003,337.375,0.000,88.788
6978137.000,0.000000,45.003,337.339,0.000,126.072
6978137.000,0.000000,45.003,337.303,0.000,163.356
6978137.000,0.000000,45.003,337.268,0.000,200.639
6978137.000,0.000000,45.003,337.232,0.000,237.923
6978137.000,0.000000,45.003,337.196,0.000,275.207
6978137.000,0.000000,45.003,337.160,0.000,312.491
6978137.000,0.000000,45.003,337.125,0.000,349.775
6978137.000,0.000000,45.003,337.089,0.000,27.059
6978137.000,0.000000,45.003,337.053,0.000,64.343
6978137.000,0.000000,45.003,337.017,0.000,101.627
6978137.000,0.000000,45.003,336.982,0.000,138.911
6978137.000,0.000000,45.003,336.946,0.000,176.195
6978137.000,0.000000,45.003,336.910,0.000,213.479
6978137.000,0.000000,45.003,336.875,0.000,250.763
6978137.000,0.000000,45.003,336.839,0.000,288.047
6978137.000,0.000000,45.003,336.803,0.000,325.331
6978137.000,0.000000,45.003,336.767,0.000,2.615
6978137.000,0.000000,45.003,336.732,0.000,39.899
6978137.000,0.000000,45.003,336.696,0.000,77.183
6978137.000,0.000000,45.003,336.660,0.000,114.467
6978137.000,0.000000,45.003,336.624,0.000,151.751
6978137.000,0.000000,45.003,336.589,0.000,189.035
6978137.000,0.000000,45.003,336.553,0.000,226.319
6978137.000,0.000000,45.003,336.517,0.000,263.603
6978137.000,0.000000,45.003,336.481,0.000,300.887
6978137.000,0.000000,45.003,336.446,0.000,338.171
6978137.000,0.000000,45.003,336.410,0.000,15.455
6978137.000,0.000000,45.003,336.374,0.000,52.739
6978137.000,0.000000,45.003,336.339,0.000,90.023
6978137.000,0.000000,45.003,336.303,0.000,127.307
6978137.000,0.000000,45.003,336.267,0.000,164.591
6978137.000,0.000000,45.003,336.231,0.000,201.875
6978137.000,0.000000,45.003,336.196,0.000,239.159
6978137.000,0.000000,45.003,336.160,0.000,276.443
6978137.000,0.000000,45.003,336.124,0.000,313.727
6978137.000,0.000000,45.003,336.088,0.000,351.011
6978137.000,0.000000,45.003,336.053,0.000,28.295
6978137.000,0.000000,45.003,336.017,0.000,65.579
6978137.000,0.000000,45.003,335.981,0.000,102.863
6978137.000,0.000000,45.003,335.946,0.000,140.147
6978137.000,0.000000,45.003,335.910,0.000,177.431
6978137.000,0.000000,45.003,335.874,0.000,214.715
6978137.000,0.000000,45.003,335.838,0.000,251.999
6978137.000,0.000000,45.003,335.803,0.000,289.283
6978137.000,0.000000,45.003,335.767,0.000,326.567
6978137.000,0.000000,45.003,335.731,0.000,3.851
6978137.000,0.000000,45.003,335.695,0.000,41.135
6978137.000,0.000000,45.003,335.660,0.000,78.419
6978137.000,0.000000,45.003,335.624,0.000,115.703
6978137.000,0.000000,45.003,335.588,0.000,152.987
6978137.000,0.000000,45.003,335.553,0.000,190.271
6978137.000,0.000000,45.003,335.517,0.000,227.555
6978137.000,0.000000,45.003,335.481,0.000,264.839
6978137.000,0.000000,45.003,335.445,0.000,302.123
6978137.000,0.000000,45.003,335.410,0.000,339.407
6978137.000,0.000000,45.003,335.374,0.000,16.691
6978137.000,0.000000,45.003,335.338,0.000,53.975
6978137.000,0.000000,45.003,335.302,0.000,91.259
6978137.000,0.000000,45.003,335.267,0.000,128.543
6978137.000,0.000000,45.003,335.231,0.000,165.827
6978137.000,0.000000,45.003,335.195,0.000,203.111
6978137.000,0.000000,45.003,335.160,0.000,240.395
6978137.000,0.000000,45.003,335.124,0.000,277.679
6978137.000,0.000000,45.003,335.088,0.000,314.963
6978137.000,0.000000,45.003,335.052,0.000,352.247
6978137.000,0.000000,45.003,335.017,0.000,29.531
6978137.000,0.000000,45.003,334.981,0.000,66.815
6978137.000,0.000000,45.003,334.945,0.000,104.099
6978137.000,0.000000,45.003,334.909,0.000,141.383
6978137.000,0.000000,45.003,334.874,0.000,178.667
6978137.000,0.000000,45.003,334.838,0.000,215.951
6978137.000,0.000000,45.003,334.802,0.000,253.235
6978137.000,0.000000,45.003,334.766,0.000,290.519
6978137.000,0.000000,45.003,334.731,0.000,327.803
6978137.000,0.000000,45.003,334.695,0.000,5.087
6978137.000,0.000000,45.003,334.659,0.000,42.371
6978137.000,0.000000,45.003,334.624,0.000,79.655
6978137.000,0.000000,45.003,334.588,0.000,116.939
6978137.000,0.000000,45.003,334.552,0.000,154.223
6978137.000,0.000000,45.003,334.516,0.000,191.507
6978137.000,0.000000,45.003,334.481,0.000,228.791
6978137.000,0.000000,45.003,334.445,0.000,266.075
6978137.000,0.000000,45.003,334.409,0.000,303.359
6978137.000,0.000000,45.003,334.373,0.000,340.643
6978137.000,0.000000,45.003,334.338,0.000,17.927
6978137.000,0.000000,45.003,334.302,0.000,55.211
6978137.000,0.000000,45.003,334.266,0.000,92.495
6978137.000,0.000000,45.003,334.231,0.000,129.779
6978137.000,0.000000,45.003,334.195,0.000,167.063
6978137.000,0.000000,45.003,334.159,0.000,204.347
6978137.000,0.000000,45.003,334.123,0.000,241.631
6978137.000,0.000000,45.003,334.088,0.000,278.915
6978137.000,0.000000,45.003,334.052,0.000,316.199
6978137.000,0.000000,45.003,334.016,0.000,353.483
6978137.000,0.000000,45.003,333.980,0.000,30.767
6978137.000,0.000000,45.003,333.945,0.000,68.051
6978137.000,0.000000,45.003,333.909,0.000,105.335
6978137.000,0.000000,45.003,333.873,0.000,142.618
6978137.000,0.000000,45.003,333.838,0.000,179.902
6978137.000,0.000000,45.003,333.802,0.000,217.186
6978137.000,0.000000,45.003,333.766,0.000,254.470
6978137.000,0.000000,45.003,333.730,0.000,291.754
6978137.000,0.000000,45.003,333.695,0.000,329.038
6978137.000,0.000000,45.003,333.659,0.000,6.322
6978137.000,0.000000,45.003,333.623,0.000,43.606
6978137.000,0.000000,45.003,333.587,0.000,80.890
6978137.000,0.000000,45.003,333.552,0.000,118.174
6978137.000,0.000000,45.003,333.516,0.000,155.458
6978137.000,0.000000,45.003,333.480,0.000,192.742
6978137.000,0.000000,45.003,333.445,0.000,230.026
6978137.000,0.000000,45.003,333.409,0.000,267.310
6978137.000,0.000000,45.003,333.373,0.000,304.594
6978137.000,0.000000,45.003,333.337,0.000,341.878
6978137.000,0.000000,45.003,333.302,0.000,19.162
6978137.000,0.000000,45.003,333.266,0.000,56.446
6978137.000,0.000000,45.003,333.230,0.000,93.730
6978137.000,0.000000,45.003,333.194,0.000,131.014
6978137.000,0.000000,45.003,333.159,0.000,168.298
6978137.000,0.000000,45.003,333.123,0.000,205.582
6978137.000,0.000000,45.003,333.087,0.000,242.866
6978137.000,0.000000,45.003,333.051,0.000,280.150
6978137.000,0.000000,45.003,333.016,0.000,317.434
6978137.000,0.000000,45.003,332.980,0.000,354.718
6978137.000,0.000000,45.003,332.944,0.000,32.002
6978137.000,0.000000,45.003,332.909,0.000,69.286
6978137.000,0.000000,45.003,332.873,0.000,106.570
6978137.000,0.000000,45.003,332.837,0.000,143.854
6978137.000,0.000000,45.003,332.801,0.000,181.138
6978137.000,0.000000,45.003,332.766,0.000,218.422
6978137.000,0.000000,45.003,332.730,0.000,255.706
6978137.000,0.000000,45.003,332.694,0.000,292.990
6978137.000,0.000000,45.003,332.658,0.000,330.274
6978137.000,0.000000,45.003,332.623,0.000,7.558
6978137.000,0.000000,45.003,332.587,0.000,44.842
6978137.000,0.000000,45.003,332.551,0.000,82.126
6978137.000,0.000000,45.003,332.516,0.000,119.410
6978137.000,0.000000,45.003,332.480,0.000,156.694
6978137.000,0.000000,45.003,332.444,0.000,193.978
6978137.000,0.000000,45.003,332.408,0.000,231.262
6978137.000,0.000000,45.003,332.373,0.000,268.546
6978137.000,0.000000,45.003,332.337,0.000,305.830
6978137.000,0.000000,45.003,332.301,0.000,343.114
6978137.000,0.000000,45.003,332.265,0.000,20.398
6978137.000,0.000000,45.003,332.230,0.000,57.682
6978137.000,0.000000,45.003,332.194,0.000,94.966
6978137.000,0.000000,45.003,332.158,0.000,132.250
6978137.000,0.000000,45.003,332.123,0.000,169.534
6978137.000,0.000000,45.003,332.087,0.000,206.818
6978137.000,0.000000,45.003,332.051,0.000,244.102
6978137.000,0.000000,45.003,332.015,0.000,281.386
6978137.000,0.000000,45.003,331.980,0.000,318.670
6978137.000,0.000000,45.003,331.944,0.000,355.954
6978137.000,0.000000,45.003,331.908,0.000,33.238
6978137.000,0.000000,45.003,331.872,0.000,70.522
6978137.000,0.000000,45.003,331.837,0.000,107.806
6978137.000,0.000000,45.003,331.801,0.000,145.090
6978137.000,0.000000,45.003,331.765,0.000,182.374
6978137.000,0.000000,45.003,331.729,0.000,219.658
6978137.000,0.000000,45.003,331.694,0.000,256.942
6978137.000,0.000000,45.003,331.658,0.000,294.226
6978137.000,0.000000,45.003,331.622,0.000,331.510
6978137.000,0.000000,45.003,331.587,0.000,8.794
6978137.000,0.000000,45.003,331.551,0.000,46.078
6978137.000,0.000000,45.003,331.515,0.000,83.362
6978137.000,0.000000,45.003,331.479,0.000,120.646
6978137.000,0.000000,45.003,331.444,0.000,157.930
6978137.000,0.000000,45.003,331.408,0.000,195.214
6978137.000,0.000000,45.003,331.372,0.000,232.498
6978137.000,0.000000,45.003,331.336,0.000,269.782
6978137.000,0.000000,45.003,331.301,0.000,307.066
6978137.000,0.000000,45.003,331.265,0.000,344.350
6978137.000,0.000000,45.003,331.229,0.000,21.634
6978137.000,0.000000,45.003,331.194,0.000,58.918
6978137.000,0.000000,45.003,331.158,0.000,96.202
6978137.000,0.000000,45.003,331.122,0.000,133.486
6978137.000,0.000000,45.003,331.086,0.000,170.770
6978137.000,0.000000,45.003,331.051,0.000,208.054
6978137.000,0.000000,45.003,331.015,0.000,245.338
6978137.000,0.000000,45.003,330.979,0.000,282.622
6978137.000,0.000000,45.003,330.943,0.000,319.906
6978137.000,0.000000,45.003,330.908,0.000,357.190
6978137.000,0.000000,45.003,330.872,0.000,34.474
6978137.000,0.000000,45.003,330.836,0.000,71.758
6978137.000,0.000000,45.003,330.801,0.000,109.042
6978137.000,0.000000,45.003,330.765,0.000,146.326
6978137.000,0.000000,45.003,330.729,0.000,183.610
6978137.000,0.000000,45.003,330.693,0.000,220.894
6978137.000,0.000000,45.003,330.658,0.000,258.178
6978137.000,0.000000,45.003,330.622,0.000,295.462
6978137.000,0.000000,45.003,330.586,0.000,332.746
6978137.000,0.000000,45.003,330.550,0.000,10.030
6978137.000,0.000000,45.003,330.515,0.000,47.314
6978137.000,0.000000,45.003,330.479,0.000,84.597
6978137.000,0.000000,45.003,330.443,0.000,121.881
6978137.000,0.000000,45.003,330.408,0.000,159.165
6978137.000,0.000000,45.003,330.372,0.000,196.449
6978137.000,0.000000,45.003,330.336,0.000,233.733
6978137.000,0.000000,45.003,330.300,0.000,271.017
6978137.000,0.000000,45.003,330.265,0.000,308.301
6978137.000,0.000000,45.003,330.229,0.000,345.585
6978137.000,0.000000,45.003,330.193,0.000,22.869
6978137.000,0.000000,45.003,330.157,0.000,60.153
6978137.000,0.000000,45.003,330.122,0.000,97.437
6978137.000,0.000000,45.003,330.086,0.000,134.721
6978137.000,0.000000,45.003,330.050,0.000,172.005
6978137.000,0.000000,45.003,330.014,0.000,209.289
6978137.000,0.000000,45.003,329.979,0.000,246.573
6978137.000,0.000000,45.003,329.943,0.000,283.857
6978137.000,0.000000,45.003,329.907,0.000,321.141
6978137.000,0.000000,45.003,329.872,0.000,358.425
6978137.000,0.000000,45.003,329.836,0.000,35.709
6978137.000,0.000000,45.003,329.800,0.000,72.993
6978137.000,0.000000,45.003,329.764,0.000,110.277
6978137.000,0.000000,45.003,329.729,0.000,147.561
6978137.000,0.000000,45.003,329.693,0.000,184.845
6978137.000,0.000000,45.003,329.657,0.000,222.129
6978137.000,0.000000,45.003,329.621,0.000,259.413
6978137.000,0.000000,45.003,329.586,0.000,296.697
6978137.000,0.000000,45.003,329.550,0.000,333.981
6978137.000,0.000000,45.003,329.514,0.000,11.265
6978137.000,0.000000,45.003,329.479,0.000,48.549
6978137.000,0.000000,45.003,329.443,0.000,85.833
6978137.000,0.000000,45.003,329.407,0.000,123.117
6978137.000,0.000000,45.003,329.371,0.000,160.401
6978137.000,0.000000,45.003,329.336,0.000,197.685
6978137.000,0.000000,45.003,329.300,0.000,234.969
6978137.000,0.000000,45.003,329.264,0.000,272.253
6978137.000,0.000000,45.003,329.228,0.000,309.537
6978137.000,0.000000,45.003,329.193,0.000,346.821
6978137.000,0.000000,45.003,329.157,0.000,24.105
6978137.000,0.000000,45.003,329.121,0.000,61.389
6978137.000,0.000000,45.003,329.086,0.000,98.673
6978137.000,0.000000,45.003,329.050,0.000,135.957
6978137.000,0.000000,45.003,329.014,0.000,173.241
6978137.000,0.000000,45.003,328.978,0.000,210.525
6978137.000,0.000000,45.003,328.943,0.000,247.809
6978137.000,0.000000,45.003,328.907,0.000,285.093
6978137.000,0.000000,45.003,328.871,0.000,322.377
6978137.000,0.000000,45.003,328.835,0.000,359.661
6978137.000,0.000000,45.003,328.800,0.000,36.945
6978137.000,0.000000,45.003,328.764,0.000,74.229
6978137.000,0.000000,45.003,328.728,0.000,111.513
6978137.000,0.000000,45.003,328.693,0.000,148.797
6978137.000,0.000000,45.003,328.657,0.000,186.081
6978137.000,0.000000,45.003,328.621,0.000,223.365
6978137.000,0.000000,45.003,328.585,0.000,260.649
6978137.000,0.000000,45.003,328.550,0.000,297.933
6978137.000,0.000000,45.003,328.514,0.000,335.217
6978137.000,0.000000,45.003,328.478,0.000,12.501
6978137.000,0.000000,45.003,328.442,0.000,49.785
6978137.000,0.000000,45.003,328.407,0.000,87.069
6978137.000,0.000000,45.003,328.371,0.000,124.353
6978137.000,0.000000,45.003,328.335,0.000,161.637
6978137.000,0.000000,45.003,328.299,0.000,198.921
6978137.000,0.000000,45.003,328.264,0.000,236.205
6978137.000,0.000000,45.003,328.228,0.000,273.489
6978137.000,0.000000,45.003,328.192,0.000,310.773
6978137.000,0.000000,45.003,328.157,0.000,348.057
6978137.000,0.000000,45.003,328.121,0.000,25.341
6978137.000,0.000000,45.003,328.085,0.000,62.625
6978137.000,0.000000,45.003,328.049,0.000,99.909
6978137.000,0.000000,45.003,328.014,0.000,137.193
6978137.000,0.000000,45.003,327.978,0.000,174.477
6978137.000,0.000000,45.003,327.942,0.000,211.761
6978137.000,0.000000,45.003,327.906,0.000,249.045
6978137.000,0.000000,45.003,327.871,0.000,286.329
6978137.000,0.000000,45.003,327.835,0.000,323.613
6978137.000,0.000000,45.003,327.799,0.000,0.897
6978137.000,0.000000,45.003,327.764,0.000,38.181
6978137.000,0.000000,45.003,327.728,0.000,75.465
6978137.000,0.000000,45.003,327.692,0.000,112.749
6978137.000,0.000000,45.003,327.656,0.000,150.033
6978137.000,0.000000,45.003,327.621,0.000,187.317
6978137.000,0.000000,45.003,327.585,0.000,224.601
6978137.000,0.000000,45.003,327.549,0.000,261.885
6978137.000,0.000000,45.003,327.513,0.000,299.169
6978137.000,0.000000,45.003,327.478,0.000,336.453
6978137.000,0.000000,45.003,327.442,0.000,13.737
6978137.000,0.000000,45.003,327.406,0.000,51.021
6978137.000,0.000000,45.003,327.371,0.000,88.305
6978137.000,0.000000,45.003,327.335,0.000,125.589
6978137.000,0.000000,45.003,327.299,0.000,162.873
6978137.000,0.000000,45.003,327.263,0.000,200.157
6978137.000,0.000000,45.003,327.228,0.000,237.441
6978137.000,0.000000,45.003,327.192,0.000,274.725
6978137.000,0.000000,45.003,327.156,0.000,312.009
6978137.000,0.000000,45.003,327.120,0.000,349.292
6978137.000,0.000000,45.003,327.085,0.000,26.576
6978137.000,0.000000,45.003,327.049,0.000,63.860
6978137.000,0.000000,45.003,327.013,0.000,101.144
6978137.000,0.000000,45.003,326.977,0.000,138.428
6978137.000,0.000000,45.003,326.942,0.000,175.712
6978137.000,0.000000,45.003,326.906,0.000,212.996
6978137.000,0.000000,45.003,326.870,0.000,250.280
6978137.000,0.000000,45.003,326.835,0.000,287.564
6978137.000,0.000000,45.003,326.799,0.000,324.848
6978137.000,0.000000,45.003,326.763,0.000,2.132
6978137.000,0.000000,45.003,326.727,0.000,39.416
6978137.000,0.000000,45.003,326.692,0.000,76.700
6978137.000,0.000000,45.003,326.656,0.000,113.984
6978137.000,0.000000,45.003,326.620,0.000,151.268
6978137.000,0.000000,45.003,326.584,0.000,188.552
6978137.000,0.000000,45.003,326.549,0.000,225.836
6978137.000,0.000000,45.003,326.513,0.000,263.120
6978137.000,0.000000,45.003,326.477,0.000,300.404
6978137.000,0.000000,45.003,326.442,0.000,337.688
6978137.000,0.000000,45.003,326.406,0.000,14.972
6978137.000,0.000000,45.003,326.370,0.000,52.256
6978137.000,0.000000,45.003,326.334,0.000,89.540
6978137.000,0.000000,45.003,326.299,0.000,126.824
6978137.000,0.000000,45.003,326.263,0.000,164.108
6978137.000,0.000000,45.003,326.227,0.000,201.392
6978137.000,0.000000,45.003,326.191,0.000,238.676
6978137.000,0.000000,45.003,326.156,0.000,275.960
6978137.000,0.000000,45.003,326.120,0.000,313.244
6978137.000,0.000000,45.003,326.084,0.000,350.528
6978137.000,0.000000,45.003,326.049,0.000,27.812
6978137.000,0.000000,45.003,326.013,0.000,65.096
6978137.000,0.000000,45.003,325.977,0.000,102.380
6978137.000,0.000000,45.003,325.941,0.000,139.664
6978137.000,0.000000,45.003,325.906,0.000,176.948
6978137.000,0.000000,45.003,325.870,0.000,214.232
6978137.000,0.000000,45.003,325.834,0.000,251.516
6978137.000,0.000000,45.003,325.798,0.000,288.800
6978137.000,0.000000,45.003,325.763,0.000,326.084
6978137.000,0.000000,45.003,325.727,0.000,3.368
6978137.000,0.000000,45.003,325.691,0.000,40.652
6978137.000,0.000000,45.003,325.656,0.000,77.936
6978137.000,0.000000,45.003,325.620,0.000,115.220
6978137.000,0.000000,45.003,325.584,0.000,152.504
6978137.000,0.000000,45.003,325.548,0.000,189.788
6978137.000,0.000000,45.003,325.513,0.000,227.072
6978137.000,0.000000,45.003,325.477,0.000,264.356
6978137.000,0.000000,45.003,325.441,0.000,301.640
6978137.000,0.000000,45.003,325.405,0.000,338.924
6978137.000,0.000000,45.003,325.370,0.000,16.208
6978137.000,0.000000,45.003,325.334,0.000,53.492
6978137.000,0.000000,45.003,325.298,0.000,90.776
6978137.000,0.000000,45.003,325.262,0.000,128.060
6978137.000,0.000000,45.003,325.227,0.000,165.344
6978137.000,0.000000,45.003,325.191,0.000,202.628
6978137.000,0.000000,45.003,325.155,0.000,239.912
6978137.000,0.000000,45.003,325.120,0.000,277.196
6978137.000,0.000000,45.003,325.084,0.000,314.480
6978137.000,0.000000,45.003,325.048,0.000,351.764
6978137.000,0.000000,45.003,325.012,0.000,29.048
6978137.000,0.000000,45.003,324.977,0.000,66.332
6978137.000,0.000000,45.003,324.941,0.000,103.616
6978137.000,0.000000,45.003,324.905,0.000,140.900
6978137.000,0.000000,45.003,324.869,0.000,178.184
6978137.000,0.000000,45.003,324.834,0.000,215.468
6978137.000,0.000000,45.003,324.798,0.000,252.752
6978137.000,0.000000,45.003,324.762,0.000,290.036
6978137.000,0.000000,45.003,324.727,0.000,327.320
6978137.000,0.000000,45.003,324.691,0.000,4.604
6978137.000,0.000000,45.003,324.655,0.000,41.888
6978137.000,0.000000,45.003,324.619,0.000,79.172
6978137.000,0.000000,45.003,324.584,0.000,116.456
6978137.000,0.000000,45.003,324.548,0.000,153.740
6978137.000,0.000000,45.003,324.512,0.000,191.024
6978137.000,0.000000,45.003,324.476,0.000,228.308
6978137.000,0.000000,45.003,324.441,0.000,265.592
6978137.000,0.000000,45.003,324.405,0.000,302.876
6978137.000,0.000000,45.003,324.369,0.000,340.160
6978137.000,0.000000,45.003,324.334,0.000,17.444
6978137.000,0.000000,45.003,324.298,0.000,54.728
6978137.000,0.000000,45.003,324.262,0.000,92.012
6978137.000,0.000000,45.003,324.226,0.000,129.296
6978137.000,0.000000,45.003,324.191,0.000,166.580
6978137.000,0.000000,45.003,324.155,0.000,203.864
6978137.000,0.000000,45.003,324.119,0.000,241.148
6978137.000,0.000000,45.003,324.083,0.000,278.432
6978137.000,0.000000,45.003,324.048,0.000,315.716
6978137.000,0.000000,45.003,324.012,0.000,353.000
6978137.000,0.000000,45.003,323.976,0.000,30.284
6978137.000,0.000000,45.003,323.941,0.000,67.568
6978137.000,0.000000,45.003,323.905,0.000,104.852
6978137.000,0.000000,45.003,323.869,0.000,142.136

