-90,0
-89,30
-89,90
-89,150
-89,210
-89,270
-89,330
-88,13.846154
-88,41.538462
-88,69.230769
-88,96.923077
-88,124.615385
-88,152.307692
-88,180
-88,207.692308
-88,235.384615
-88,263.076923
-88,290.769231
-88,318.461538
-88,346.153846
-87,9.473684
-87,28.421053
-87,47.368421
-87,66.315789
-87,85.263158
-87,104.210526
-87,123.157895
-87,142.105263
-87,161.052632
-87,180
-87,198.947368
-87,217.894737
-87,236.842105
-87,255.789474
-87,274.736842
-87,293.684211
-87,312.631579
-87,331.578947
-87,350.526316
-86,7.2
-86,21.6
-86,36
-86,50.4
-86,64.8
-86,79.2
-86,93.6
-86,108
-86,122.4
-86,136.8
-86,151.2
-86,165.6
-86,180
-86,194.4
-86,208.8
-86,223.2
-86,237.6
-86,252
-86,266.4
-86,280.8
-86,295.2
-86,309.6
-86,324
-86,338.4
-86,352.8
-84.01646,10
-84.01646,30
-84.01646,50
-81.049379,10
-81.049379,30
-81.049379,50
-78.082298,10
-78.082298,30
-78.082298,50
-85.005487,3.333333
-85.005487,10
-85.005487,16.666667
-85.005487,23.333333
-85.005487,30
-85.005487,36.666667
-85.005487,43.333333
-85.005487,50
-85.005487,56.666667
-84.01646,3.333333
-84.01646,16.666667
-84.01646,23.333333
-84.01646,36.666667
-84.01646,43.333333
-84.01646,56.666667
-83.027433,3.333333
-83.027433,10
-83.027433,16.666667
-83.027433,23.333333
-83.027433,30
-83.027433,36.666667
-83.027433,43.333333
-83.027433,50
-83.027433,56.666667
-82.038406,3.333333
-82.038406,10
-82.038406,16.666667
-82.038406,23.333333
-82.038406,30
-82.038406,36.666667
-82.038406,43.333333
-82.038406,50
-82.038406,56.666667
-81.049379,3.333333
-81.049379,16.666667
-81.049379,23.333333
-81.049379,36.666667
-81.049379,43.333333
-81.049379,56.666667
-80.060352,3.333333
-80.060352,10
-80.060352,16.666667
-80.060352,23.333333
-80.060352,30
-80.060352,36.666667
-80.060352,43.333333
-80.060352,50
-80.060352,56.666667
-79.071325,3.333333
-79.071325,10
-79.071325,16.666667
-79.071325,23.333333
-79.071325,30
-79.071325,36.666667
-79.071325,43.333333
-79.071325,50
-79.071325,56.666667
-78.082298,3.333333
-78.082298,16.666667
-78.082298,23.333333
-78.082298,36.666667
-78.082298,43.333333
-78.082298,56.666667
-77.093271,3.333333
-77.093271,10
-77.093271,16.666667
-77.093271,23.333333
-77.093271,30
-77.093271,36.666667
-77.093271,43.333333
-77.093271,50
-77.093271,56.666667
-84.01646,70
-84.01646,90
-84.01646,110
-81.049379,70
-81.049379,90
-81.049379,110
-78.082298,70
-78.082298,90
-78.082298,110
-85.005487,63.333333
-85.005487,70
-85.005487,76.666667
-85.005487,83.333333
-85.005487,90
-85.005487,96.666667
-85.005487,103.333333
-85.005487,110
-85.005487,116.666667
-84.01646,63.333333
-84.01646,76.666667
-84.01646,83.333333
-84.01646,96.666667
-84.01646,103.333333
-84.01646,116.666667
-83.027433,63.333333
-83.027433,70
-83.027433,76.666667
-83.027433,83.333333
-83.027433,90
-83.027433,96.666667
-83.027433,103.333333
-83.027433,110
-83.027433,116.666667
-82.038406,63.333333
-82.038406,70
-82.038406,76.666667
-82.038406,83.333333
-82.038406,90
-82.038406,96.666667
-82.038406,103.333333
-82.038406,110
-82.038406,116.666667
-81.049379,63.333333
-81.049379,76.666667
-81.049379,83.333333
-81.049379,96.666667
-81.049379,103.333333
-81.049379,116.666667
-80.060352,63.333333
-80.060352,70
-80.060352,76.666667
-80.060352,83.333333
-80.060352,90
-80.060352,96.666667
