5524607.531494378, -200811.3882174005, -3170374.9696947765
5525433.2539345985, -176637.8979606032, -3170374.9696947765
5526153.203280607, -152461.0263433645, -3170374.969694776
5526767.365751052, -128281.2361622327, -3170374.9696947755
5527275.729588741, -104098.9902997764, -3170374.9696947755
5527678.285062076, -79914.7516755278, -3170374.9696947765
5527975.024464966, -55728.9832471625, -3170374.9696947755
5528165.942116934, -31542.1480016445, -3170374.9696947755
5528251.034363264, -7354.708946354, -3170374.969694775
5528230.299575064, 16832.8708897075, -3170374.969694776
5528103.7381492425, 41020.1285050146, -3170374.9696947765
5527871.352508545, 65206.6008740419, -3170374.969694776
5527533.147101357, 89391.8250064072, -3170374.9696947765
5527089.128402412, 113575.337895402, -3170374.969694777
5526539.3049110565, 137756.6766274103, -3170374.9696947746
5525883.687152395, 161935.3783002604, -3170374.9696947765
5525122.287677435, 186110.9800421668, -3170374.9696947774
5524255.1210617395, 210283.0190607909, -3170374.9696947746
5523282.203904293, 234451.0326621376, -3170374.969694776
5522203.554830739, 258614.5581689816, -3170374.9696947746
5521019.194489228, 282773.1330302024, -3170374.969694776
5519729.145551907, 306926.2947794022, -3170374.9696947774
5518333.432714722, 331073.5810437717, -3170374.9696947774
5516832.082693928, 355214.5296031226, -3170374.9696947746
5515225.124232292, 379348.6782883331, -3170374.9696947755
5513512.588089796, 403475.5651306999, -3170374.969694775
5511694.507049311, 427594.7282704196, -3170374.9696947746
5509770.915916598, 451705.7059654734, -3170374.9696947755
5507741.851512535, 475808.0366906943, -3170374.9696947755
5505607.352680182, 499901.2590463361, -3170374.9696947765
5503367.460279187, 523984.911827052, -3170374.9696947755
5501022.21719056, 548058.5339706466, -3170374.9696947755
5498571.668305271, 572121.6646769996, -3170374.969694777
5496015.860537045, 596173.8432767753, -3170374.969694776
5493354.842810595, 620214.6093503278, -3170374.969694776
5490588.666066811, 644243.5026764751, -3170374.9696947755
5487717.383256182, 668260.0632912904, -3170374.9696947755
5484741.049344665, 692263.8314369565, -3170374.9696947765
5481659.721308064, 716254.3476105318, -3170374.969694775
5478473.45813209, 740231.1525627612, -3170374.9696947755
5475182.320811227, 764193.7873068565, -3170374.9696947755
5471786.372347543, 788141.7931272937, -3170374.9696947755
5468285.6777509935, 812074.7115786455, -3170374.9696947755
5464680.30403077, 835992.0845440768, -3170374.9696947755
5460970.320207226, 859893.4541546088, -3170374.969694775
5457155.797305228, 883778.3628377287, -3170374.9696947765
5453236.808334823, 907646.3534353143, -3170374.9696947765
5449213.428326672, 931496.968984054, -3170374.9696947765
5445085.734298661, 955329.7529227461, -3170374.9696947765
5440853.805263592, 979144.2490414095, -3170374.9696947765
5436517.722234779, 1002940.0014504192, -3170374.9696947755
5432077.568217632, 1026716.5546288729, -3170374.9696947765
5427533.42820981, 1050473.453423391, -3170374.9696947765
5422885.389199553, 1074210.2430568472, -3170374.969694776
5418133.540164033, 1097926.4691370511, -3170374.9696947746
5413277.972067669, 1121621.6776654692, -3170374.9696947774
5408318.777862445, 1145295.41503607, -3170374.9696947755
5403256.052477842, 1168947.228083357, -3170374.9696947765
5398089.892829226, 1192576.6640418207, -3170374.9696947755
5392820.397814224, 1216183.270564509, -3170374.9696947755
5387447.668313286, 1239766.5957219305, -3170374.969694776
5381971.807162889, 1263326.1881184825, -3170374.9696947755
5376392.919196166, 1286861.596714862, -3170374.969694777
5370711.111207225, 1310372.3709837038, -3170374.9696947774
5364926.491962636, 1333858.060859434, -3170374.969694775
5359039.172197076, 1357318.216756652, -3170374.9696947755
5353049.26461122, 1380752.3895787618, -3170374.969694776
5346956.883869566, 1404160.1307265651, -3170374.9696947755
5340762.146600857, 1427540.992097114, -3170374.969694776
5334465.171382839, 1450894.526140892, -3170374.969694777
5328066.078768684, 1474220.2857635212, -3170374.9696947765
5321564.9912479725, 1497517.8244702555, -3170374.969694778
5314962.03327058, 1520786.6962774354, -3170374.9696947765
5308257.331244899, 1544026.4557212025, -3170374.969694777
5301451.013510406, 1567236.657952998, -3170374.969694777
5294543.21036287, 1590416.8586514103, -3170374.9696947755
5287534.054035093, 1613566.6140886263, -3170374.9696947765
5280423.6787088225, 1636685.4810907794, -3170374.9696947765
5273212.220494741, 1659773.0171041866, -3170374.969694775
5265899.8174414225, 1682828.7801652844, -3170374.9696947746
5258486.609529844, 1705852.3289187555, -3170374.9696947755
5250972.73867381, 1728843.2226163922, -3170374.9696947755
