0, 0.0000000004, 6901290
-455661.2150979202, 0.0000000004, 6931896.048702228
-909379.0308692454, 0.0000000004, 6932840.747263901
-1359286.9587433366, 0.0000000004, 6904693.037156217
-1803605.4131671796, 0.0000000004, 6848122.509339726
-2240643.8998001553, 0.0000000004, 6763888.681601422
-2668802.143902949, 0.0000000004, 6652830.92669363
-3086570.3228762774, 0.0000000004, 6515859.103014169
-3492528.5559538193, 0.0000000004, 6353944.915300445
-3885345.79135285, 0.0000000004, 6168114.012903914
-4263778.21759628, 0.0000000004, 5959438.817305114
-4626667.311913097, 0.0000000004, 5729032.058186848
-4972937.625105891, 0.0000000003, 5478040.988135405
-5301594.389403828, 0.0000000003, 5207642.239417871
-5611721.023837009, 0.0000000003, 4919037.281840692
-5902476.600717828, 0.0000000003, 4613448.438018172
-6173093.326963513, 0.0000000003, 4292115.411102149
-6422874.085254523, 0.0000000002, 3956292.2798222895
-6651190.072364862, 0.0000000002, 3607244.9162850776
-6857478.565365392, 0.0000000002, 3246248.7831453662
-7041240.840713017, 0.0000000002, 2874587.0683047976
-7202040.26640996, 0.0000000002, 2493549.1170486165
-7339500.583356034, 0.0000000001, 2104429.1233798075
-7453304.388629415, 0.0000000001, 1708525.044145972
-7543191.830626507, 0.0000000001, 1307137.7013010918
-7608959.523680702, 0.0000000001, 901570.0392400759
-7650459.687879049, 0, 493126.5055427345
-7667599.518225747, 0, 83112.5246307072
-7660340.785985987, -0, -327165.9652492175
-7628699.673911662, -0, -736402.9406659497
-7572746.846032274, -0.0000000001, -1143292.7158693797
-7492607.751723004, -0.0000000001, -1546530.3884210766
-7388463.1627707975, -0.0000000001, -1944812.3363643244
-7260549.941081556, -0.0000000001, -2336836.7962284763
-7109162.033438892, -0.0000000002, -2721304.5519636697
-6934651.6882669125, -0.0000000002, -3096919.7659669206
-6737430.887591922, -0.0000000002, -3462390.9846692584
-6517972.985263162, -0.0000000002, -3816432.352674312
-6276814.539898317, -0.0000000003, -4157765.0711307423
-6014557.327878942, -0.0000000003, -4485119.137829526
-5731870.517943734, -0.0000000003, -4797235.408370964
-5429492.984421158, -0.0000000003, -5092868.019553559
-5108235.730813596, -0.0000000003, -5370787.21778253
-4768984.389203774, -0.0000000003, -5629782.636634298
-4412701.753718558, -0.0000000004, -5868667.068567269
-4040430.297988677, -0.0000000004, -6086280.775922636
-3653294.617143513, -0.0000000004, -6281496.385553048
-3252503.7243699417, -0.0000000004, -6453224.409349289
-2839353.120487371, -0.0000000004, -6600419.429254819
-2415226.542457614, -0.0000000004, -6722086.979670943
-1981597.2834560585, -0.0000000004, -6817291.152027033
-1540028.9633887967, -0.0000000004, -6885162.9352582125
-1092175.6149917033, -0.0000000004, -6924909.29152538
-639780.937493615, -0.0000000004, -6935822.948275327
-184676.5580496423, -0.0000000004, -6917292.865274562
271220.8682697223, -0.0000000004, -6868815.3082691515
725913.8950327638, -0.0000000004, -6790005.429305506
1177330.0336233175, -0.0000000004, -6680609.217620828
1623329.1856691432, -0.0000000004, -6540515.644836566
2061712.9158547295, -0.0000000004, -6369768.784842978
2490235.6990999687, -0.0000000004, -6168579.643631951
2906618.241819361, -0.0000000004, -5937337.389372664
3308562.930462535, -0.0000000003, -5676619.630787597
3693771.401187734, -0.0000000003, -5387201.3555137655
4059964.1525247013, -0.0000000003, -5070062.113256288
4404902.039447639, -0.0000000003, -4726391.015095706
4726409.394815425, -0.0000000003, -4357589.124264165
5022398.426394018, -0.0000000002, -3965268.8386755805
5290894.439737915, -0.0000000002, -3551249.914293717
5530061.345330467, -0.0000000002, -3117551.852564738
5738226.829649533, -0.0000000002, -2666382.474371776
5913906.511599696, -0.0000000001, -2200122.624889477
6055826.374973025, -0.0000000001, -1721307.0935924663
6162942.769974538, -0.0000000001, -1232601.9844941308
6234459.3160465015, -0, -736778.9245409117
6269840.115201696, -0, -236686.6428031982
6268818.797637448, 0, 264779.4207902849
6231403.064130306, 0, 764708.7206470126
6157874.5542834215, 0.0000000001, 1260207.6065178844
6048784.045607377, 0.0000000001, 1748430.8819017278
5904942.163991412, 0.0000000001, 2226612.1041238424
5727405.9497318715, 0.0000000002, 2692091.874145677
5517461.764517471, 0.0000000002, 3142343.4637619625
5276605.1354521895, 0.0000000002, 3574995.2552591464
5006518.207082993, 0.0000000002, 3987849.6140593207
4709045.509480273, 0.0000000003, 4378897.9678708
4386168.750815609, 0.0000000003, 4746332.016295501
4039981.310397742, 0.0000000003, 5088551.133878249
3672663.048561736, 0.0000000003, 5404166.150335331
3286455.9701411724, 0.0000000003, 5691999.789566502
2883641.185855054, 0.0000000004, 5951084.121764885
2466517.517857562, 0.0000000004, 6180655.430348607
2037381.9981304314, 0.0000000004, 6380146.9191454835
1598512.4163539074, 0.0000000004, 6549179.688139802
1152151.9910451844, 0.0000000004, 6687552.391785747
700496.1664460371, 0.0000000004, 6795229.966379357
