-1,-1,-1,-1,-1,38960.95750247524,8321.37948904653,83.50100488279713,2795.6192515493603,1499.4224465538937,780.7411955328425,279.01936263937796,7.692307692253962,427.47908586938865,303.86925145532587,4954.843261123606,2710.473808496816,138.46153846153902,4733.269592332072,2516.7176600355306,16.0,9.714285714285714,6.0,12.0,9.5,-1,-1,-1,-1,-1,1960.0,1073.3333333333333,0.0,1470.0,980.0,1,1,0,1
-1,-1,-1,-1,-1,35624.19044732349,5401.687883992292,15.619963335630018,1857.1428571428696,1162.8373538321175,790.7028224893147,276.245338479962,0.8019997478695586,439.94996251771227,285.46427878938266,7171.977245258808,4064.7528376337305,1112.850936331306,6224.418376588059,4184.760080846201,22.0,14.714285714285714,10.0,19.0,13.0,-1,-1,-1,-1,-1,2940.0,1913.3333333333335,0.0,2450.0,1960.0,11,1,0,1
-1,-1,-1,-1,-1,19416.755029211723,3301.185417408769,15.619963335630018,2013.3877972693908,1453.9863294990155,864.5951761567849,280.440742601383,0.8019997478695586,436.85970622424793,298.3857975053543,11528.020251202572,6730.577822433214,2695.1233529730816,10522.036177652626,6510.953315576509,35.0,24.0,16.0,31.0,22.5,-1,-1,-1,-1,-1,4900.0,2951.666666666667,0.0,3552.5,2940.0,111,1,0,1
-1,-1,-1,-1,-1,19416.755029211723,3153.594956114829,15.619963335630018,1988.6740540393657,1249.3632780460466,864.5951761567849,265.23001480395254,3.1359949548495933,422.4646418627817,250.42821882199496,11670.252496458474,6668.640372213643,1941.4567834129557,11122.27904881863,6404.212841974921,38.0,25.142857142857142,17.0,32.0,23.0,-1,-1,-1,-1,-1,4900.0,3161.6666666666665,490.0,3920.0,2940.0,1111,1,0,1
-1,-1,-1,-1,-1,19416.755029211723,2984.3154454253936,13.411971076129703,1906.1860709104658,1062.9869715963578,864.5951761567849,233.40217426287236,4.860605310066603,376.68686238335795,221.5095553168212,12174.040026947041,6235.172369593859,1980.067402728193,10035.324418659031,5848.856768919286,40.0,26.714285714285715,18.0,36.0,25.0,-1,-1,-1,-1,-1,6370.0,3873.3333333333335,1470.0,4410.0,3920.0,11111,1,0,1
-1,-1,-1,-1,-1,3851.390898978818,1202.1376806107965,3.103589386329986,1857.142857142855,988.7792530214938,883.1095993147464,261.11712614767475,2.554900798131712,425.7781222961785,252.3847130886861,27496.277903773822,15365.867428087673,2734.7494637369746,25160.172326429205,14325.576602690853,85.0,58.92857142857143,40.0,81.0,55.0,-1,-1,-1,-1,-1,11760.0,8540.0,2940.0,10290.0,9310.0,111111,1,0,1
-1,-1,-1,-1,-1,3851.390898978818,1158.5036300912968,3.103589386329986,1857.142857142855,893.1106014029901,883.1095993147464,265.0638411064982,2.554900798131712,436.5510627036574,258.81334170391347,29807.25169796252,16033.903727121964,1530.5089174430834,26489.137906396238,15117.753846989712,90.0,60.57142857142857,41.0,79.0,57.5,-1,-1,-1,-1,-1,12250.0,8925.0,2450.0,10290.0,9800.0,1111111,1,0,1
-1,-1,-1,-1,-1,3851.390898978818,1168.8562865665428,3.103589386329986,1857.142857142855,930.1619556245569,883.1095993147464,256.39190183455975,2.554900798131712,434.47723735001637,246.84207953623263,29842.298973198107,15448.74849098224,1066.2759979896439,26159.07960707933,14690.957283071359,90.0,60.5,40.0,76.0,58.5,-1,-1,-1,-1,-1,13720.0,9391.666666666666,2940.0,10902.5,9800.0,11111111,1,0,1
-1,-1,-1,-1,-1,3965.0426604134846,1293.0092102023073,0.9380098438705318,1857.1428571428696,1399.6340586583829,898.1434999657213,255.1425646637412,0.8733391904388554,443.67077658700873,247.11434332784847,25558.475874950847,14196.026656098771,2205.1751781569874,24220.751471744443,14040.595424798463,85.0,55.642857142857146,39.0,72.0,50.0,-1,-1,-1,-1,-1,19110.0,11935.0,6860.0,13230.0,12250.0,111111111,1,0,1
-1,-1,-1,-1,-1,3727.332776782302,1286.5546982732023,0.28323642595205456,1857.1428571428696,1371.2024805326946,898.1434999657213,239.31044375003378,0.12283016694709659,432.7403274727112,212.81844670081045,24463.523689729707,13467.61335360173,1853.3211399107656,22043.27712063986,13216.83470547221,88.0,56.5,39.0,73.0,51.5,-1,-1,-1,-1,-1,18130.0,12215.0,7840.0,13352.5,12250.0,1111111111,1,0,1
