"Point Number","Latitude (deg)","Longitude (deg)","Altitude (km)","Area (km^2)","Latitude Span (deg)","Longitude Span (deg)"
1444,27.764683,10.000000,0.000000,49421.680752,2.031233,2.222222
1445,27.764683,12.222222,0.000000,49421.680752,2.031233,2.222222
1446,23.702217,14.444444,0.000000,51159.649383,2.031233,2.222222
1447,23.702217,16.666667,0.000000,51159.649383,2.031233,2.222222
1448,23.702217,18.888889,0.000000,51159.649383,2.031233,2.222222
1449,25.733450,14.444444,0.000000,50322.390337,2.031233,2.222222
1450,25.733450,16.666667,0.000000,50322.390337,2.031233,2.222222
1451,25.733450,18.888889,0.000000,50322.390337,2.031233,2.222222
1452,27.764683,14.444444,0.000000,49421.680752,2.031233,2.222222
1453,27.764683,16.666667,0.000000,49421.680752,2.031233,2.222222
1454,27.764683,18.888889,0.000000,49421.680752,2.031233,2.222222
1455,23.702217,21.111111,0.000000,51159.649383,2.031233,2.222222
1456,23.702217,23.333333,0.000000,51159.649383,2.031233,2.222222
1457,23.702217,25.555556,0.000000,51159.649383,2.031233,2.222222
1458,25.733450,21.111111,0.000000,50322.390337,2.031233,2.222222
1459,25.733450,23.333333,0.000000,50322.390337,2.031233,2.222222
1460,25.733450,25.555556,0.000000,50322.390337,2.031233,2.222222
1461,27.764683,21.111111,0.000000,49421.680752,2.031233,2.222222
1462,27.764683,23.333333,0.000000,49421.680752,2.031233,2.222222
1463,27.764683,25.555556,0.000000,49421.680752,2.031233,2.222222
1464,23.702217,27.777778,0.000000,51159.649383,2.031233,2.222222
1465,23.702217,30.000000,0.000000,51159.649383,2.031233,2.222222
1466,23.702217,32.222222,0.000000,51159.649383,2.031233,2.222222
1467,25.733450,27.777778,0.000000,50322.390337,2.031233,2.222222
1468,25.733450,30.000000,0.000000,50322.390337,2.031233,2.222222
1469,25.733450,32.222222,0.000000,50322.390337,2.031233,2.222222
1470,27.764683,27.777778,0.000000,49421.680752,2.031233,2.222222
1471,27.764683,30.000000,0.000000,49421.680752,2.031233,2.222222
1472,27.764683,32.222222,0.000000,49421.680752,2.031233,2.222222
1473,23.702217,34.444444,0.000000,51159.649383,2.031233,2.222222
1474,23.702217,38.888889,0.000000,51159.649383,2.031233,2.222222
1475,25.733450,34.444444,0.000000,50322.390337,2.031233,2.222222
1476,25.733450,38.888889,0.000000,50322.390337,2.031233,2.222222
1477,27.764683,36.666667,0.000000,49421.680752,2.031233,2.222222
1478,27.764683,38.888889,0.000000,49421.680752,2.031233,2.222222
1479,23.702217,41.111111,0.000000,51159.649383,2.031233,2.222222
1480,23.702217,43.333333,0.000000,51159.649383,2.031233,2.222222
1481,23.702217,45.555556,0.000000,51159.649383,2.031233,2.222222
1482,25.733450,41.111111,0.000000,50322.390337,2.031233,2.222222
1483,25.733450,43.333333,0.000000,50322.390337,2.031233,2.222222
1484,25.733450,45.555556,0.000000,50322.390337,2.031233,2.222222
1485,27.764683,41.111111,0.000000,49421.680752,2.031233,2.222222
1486,27.764683,43.333333,0.000000,49421.680752,2.031233,2.222222
1487,27.764683,45.555556,0.000000,49421.680752,2.031233,2.222222
1488,23.702217,47.777778,0.000000,51159.649383,2.031233,2.222222
1489,23.702217,50.000000,0.000000,51159.649383,2.031233,2.222222
1490,23.702217,52.222222,0.000000,51159.649383,2.031233,2.222222
1491,25.733450,47.777778,0.000000,50322.390337,2.031233,2.222222
1492,25.733450,50.000000,0.000000,50322.390337,2.031233,2.222222
1493,27.764683,47.777778,0.000000,49421.680752,2.031233,2.222222
1494,27.764683,52.222222,0.000000,49421.680752,2.031233,2.222222
1495,23.702217,54.444444,0.000000,51159.649383,2.031233,2.222222
1496,23.702217,56.666667,0.000000,51159.649383,2.031233,2.222222
1497,25.733450,58.888889,0.000000,50322.390337,2.031233,2.222222
1498,27.764683,54.444444,0.000000,49421.680752,2.031233,2.222222
1499,27.764683,56.666667,0.000000,49421.680752,2.031233,2.222222
1500,27.764683,58.888889,0.000000,49421.680752,2.031233,2.222222
1501,25.733450,61.111111,0.000000,50322.390337,2.031233,2.222222
1502,25.733450,63.333333,0.000000,50322.390337,2.031233,2.222222
1503,25.733450,65.555556,0.000000,50322.390337,2.031233,2.222222
1504,27.764683,61.111111,0.000000,49421.680752,2.031233,2.222222
1505,27.764683,63.333333,0.000000,49421.680752,2.031233,2.222222
1506,27.764683,65.555556,0.000000,49421.680752,2.031233,2.222222
1507,23.702217,70.000000,0.000000,51159.649383,2.031233,2.222222
1508,23.702217,72.222222,0.000000,51159.649383,2.031233,2.222222
1509,25.733450,67.777778,0.000000,50322.390337,2.031233,2.222222
1510,25.733450,70.000000,0.000000,50322.390337,2.031233,2.222222
1511,25.733450,72.222222,0.000000,50322.390337,2.031233,2.222222
1512,27.764683,67.777778,0.000000,49421.680752,2.031233,2.222222
1513,27.764683,70.000000,0.000000,49421.680752,2.031233,2.222222
1514,27.764683,72.222222,0.000000,49421.680752,2.031233,2.222222
1515,23.702217,74.444444,0.000000,51159.649383,2.031233,2.222222
1516,23.702217,76.666667,0.000000,51159.649383,2.031233,2.222222
1517,23.702217,78.888889,0.000000,51159.649383,2.031233,2.222222
1518,25.733450,74.444444,0.000000,50322.390337,2.031233,2.222222
1519,25.733450,76.666667,0.000000,50322.390337,2.031233,2.222222
1520,25.733450,78.888889,0.000000,50322.390337,2.031233,2.222222
1521,27.764683,74.444444,0.000000,49421.680752,2.031233,2.222222
1522,27.764683,76.666667,0.000000,49421.680752,2.031233,2.222222
1523,27.764683,78.888889,0.000000,49421.680752,2.031233,2.222222
1524,23.702217,81.111111,0.000000,51159.649383,2.031233,2.222222
1525,23.702217,83.333333,0.000000,51159.649383,2.031233,2.222222
1526,23.702217,85.555556,0.000000,51159.649383,2.031233,2.222222
1527,25.733450,81.111111,0.000000,50322.390337,2.031233,2.222222
1528,25.733450,83.333333,0.000000,50322.390337,2.031233,2.222222
1529,25.733450,85.555556,0.000000,50322.390337,2.031233,2.222222
1530,27.764683,81.111111,0.000000,49421.680752,2.031233,2.222222
1531,27.764683,83.333333,0.000000,49421.680752,2.031233,2.222222
1532,27.764683,85.555556,0.000000,49421.680752,2.031233,2.222222
1533,23.702217,87.777778,0.000000,51159.649383,2.031233,2.222222
1534,23.702217,90.000000,0.000000,51159.649383,2.031233,2.222222
1535,23.702217,92.222222,0.000000,51159.649383,2.031233,2.222222
1536,25.733450,87.777778,0.000000,50322.390337,2.031233,2.222222
1537,25.733450,90.000000,0.000000,50322.390337,2.031233,2.222222
1538,25.733450,92.222222,0.000000,50322.390337,2.031233,2.222222
1539,27.764683,87.777778,0.000000,49421.680752,2.031233,2.222222
1540,27.764683,90.000000,0.000000,49421.680752,2.031233,2.222222
1541,27.764683,92.222222,0.000000,49421.680752,2.031233,2.222222
1542,23.702217,94.444444,0.000000,51159.649383,2.031233,2.222222
1543,23.702217,96.666667,0.000000,51159.649383,2.031233,2.222222
1544,23.702217,98.888889,0.000000,51159.649383,2.031233,2.222222
1545,25.733450,94.444444,0.000000,50322.390337,2.031233,2.222222
1546,25.733450,96.666667,0.000000,50322.390337,2.031233,2.222222
1547,25.733450,98.888889,0.000000,50322.390337,2.031233,2.222222
1548,27.764683,94.444444,0.000000,49421.680752,2.031233,2.222222
1549,27.764683,96.666667,0.000000,49421.680752,2.031233,2.222222
1550,27.764683,98.888889,0.000000,49421.680752,2.031233,2.222222
1551,23.702217,101.111111,0.000000,51159.649383,2.031233,2.222222
1552,23.702217,103.333333,0.000000,51159.649383,2.031233,2.222222
1553,23.702217,105.555556,0.000000,51159.649383,2.031233,2.222222
1554,25.733450,101.111111,0.000000,50322.390337,2.031233,2.222222
1555,25.733450,103.333333,0.000000,50322.390337,2.031233,2.222222
1556,25.733450,105.555556,0.000000,50322.390337,2.031233,2.222222
1557,27.764683,101.111111,0.000000,49421.680752,2.031233,2.222222
1558,27.764683,103.333333,0.000000,49421.680752,2.031233,2.222222
1559,27.764683,105.555556,0.000000,49421.680752,2.031233,2.222222
1560,23.702217,107.777778,0.000000,51159.649383,2.031233,2.222222
1561,23.702217,110.000000,0.000000,51159.649383,2.031233,2.222222
1562,23.702217,112.222222,0.000000,51159.649383,2.031233,2.222222
1563,25.733450,107.777778,0.000000,50322.390337,2.031233,2.222222
1564,25.733450,110.000000,0.000000,50322.390337,2.031233,2.222222
1565,25.733450,112.222222,0.000000,50322.390337,2.031233,2.222222
1566,27.764683,107.777778,0.000000,49421.680752,2.031233,2.222222
1567,27.764683,110.000000,0.000000,49421.680752,2.031233,2.222222
1568,27.764683,112.222222,0.000000,49421.680752,2.031233,2.222222
1569,23.702217,114.444444,0.000000,51159.649383,2.031233,2.222222
1570,23.702217,116.666667,0.000000,51159.649383,2.031233,2.222222
1571,25.733450,114.444444,0.000000,50322.390337,2.031233,2.222222
1572,25.733450,116.666667,0.000000,50322.390337,2.031233,2.222222
1573,25.733450,118.888889,0.000000,50322.390337,2.031233,2.222222
1574,27.764683,114.444444,0.000000,49421.680752,2.031233,2.222222
1575,27.764683,116.666667,0.000000,49421.680752,2.031233,2.222222
1576,27.764683,118.888889,0.000000,49421.680752,2.031233,2.222222
1577,23.702217,121.111111,0.000000,51159.649383,2.031233,2.222222
1578,27.764683,245.555556,0.000000,49421.680752,2.031233,2.222222
1579,23.702217,250.000000,0.000000,51159.649383,2.031233,2.222222
1580,25.733450,252.222222,0.000000,50322.390337,2.031233,2.222222
1581,27.764683,250.000000,0.000000,49421.680752,2.031233,2.222222
1582,27.764683,252.222222,0.000000,49421.680752,2.031233,2.222222
1583,23.702217,254.444444,0.000000,51159.649383,2.031233,2.222222
1584,23.702217,256.666667,0.000000,51159.649383,2.031233,2.222222
1585,23.702217,258.888889,0.000000,51159.649383,2.031233,2.222222
1586,25.733450,254.444444,0.000000,50322.390337,2.031233,2.222222
1587,25.733450,256.666667,0.000000,50322.390337,2.031233,2.222222
1588,25.733450,258.888889,0.000000,50322.390337,2.031233,2.222222
1589,27.764683,254.444444,0.000000,49421.680752,2.031233,2.222222
1590,27.764683,256.666667,0.000000,49421.680752,2.031233,2.222222
1591,27.764683,258.888889,0.000000,49421.680752,2.031233,2.222222
1592,23.702217,261.111111,0.000000,51159.649383,2.031233,2.222222
1593,25.733450,261.111111,0.000000,50322.390337,2.031233,2.222222
1594,27.764683,261.111111,0.000000,49421.680752,2.031233,2.222222
1595,25.733450,278.888889,0.000000,50322.390337,2.031233,2.222222
1596,27.764683,278.888889,0.000000,49421.680752,2.031233,2.222222
1597,23.702217,345.555556,0.000000,51159.649383,2.031233,2.222222
1598,25.733450,345.555556,0.000000,50322.390337,2.031233,2.222222
1599,23.702217,347.777778,0.000000,51159.649383,2.031233,2.222222
1600,23.702217,350.000000,0.000000,51159.649383,2.031233,2.222222
1601,23.702217,352.222222,0.000000,51159.649383,2.031233,2.222222
1602,25.733450,347.777778,0.000000,50322.390337,2.031233,2.222222
1603,25.733450,350.000000,0.000000,50322.390337,2.031233,2.222222
1604,25.733450,352.222222,0.000000,50322.390337,2.031233,2.222222
1605,27.764683,347.777778,0.000000,49421.680752,2.031233,2.222222
1606,27.764683,350.000000,0.000000,49421.680752,2.031233,2.222222
1607,27.764683,352.222222,0.000000,49421.680752,2.031233,2.222222
1608,23.702217,354.444444,0.000000,51159.649383,2.031233,2.222222
1609,23.702217,356.666667,0.000000,51159.649383,2.031233,2.222222
1610,23.702217,358.888889,0.000000,51159.649383,2.031233,2.222222
1611,25.733450,354.444444,0.000000,50322.390337,2.031233,2.222222
1612,25.733450,356.666667,0.000000,50322.390337,2.031233,2.222222
1613,25.733450,358.888889,0.000000,50322.390337,2.031233,2.222222
1614,27.764683,354.444444,0.000000,49421.680752,2.031233,2.222222
1615,27.764683,356.666667,0.000000,49421.680752,2.031233,2.222222
1616,27.764683,358.888889,0.000000,49421.680752,2.031233,2.222222
1617,29.795917,1.176471,0.000000,51309.264957,2.031233,2.352941
1618,29.795917,3.529412,0.000000,51309.264957,2.031233,2.352941
1619,29.795917,5.882353,0.000000,51309.264957,2.031233,2.352941
1620,31.827150,1.176471,0.000000,50225.196644,2.031233,2.352941
1621,31.827150,3.529412,0.000000,50225.196644,2.031233,2.352941
1622,31.827150,5.882353,0.000000,50225.196644,2.031233,2.352941
1623,33.858383,1.176471,0.000000,49078.100968,2.031233,2.352941
1624,33.858383,3.529412,0.000000,49078.100968,2.031233,2.352941
1625,33.858383,5.882353,0.000000,49078.100968,2.031233,2.352941
1626,29.795917,8.235294,0.000000,51309.264957,2.031233,2.352941
1627,29.795917,10.588235,0.000000,51309.264957,2.031233,2.352941
1628,29.795917,12.941176,0.000000,51309.264957,2.031233,2.352941
1629,31.827150,8.235294,0.000000,50225.196644,2.031233,2.352941
1630,31.827150,10.588235,0.000000,50225.196644,2.031233,2.352941
1631,31.827150,12.941176,0.000000,50225.196644,2.031233,2.352941
1632,33.858383,8.235294,0.000000,49078.100968,2.031233,2.352941
1633,29.795917,15.294118,0.000000,51309.264957,2.031233,2.352941
1634,29.795917,17.647059,0.000000,51309.264957,2.031233,2.352941
1635,29.795917,20.000000,0.000000,51309.264957,2.031233,2.352941
1636,31.827150,15.294118,0.000000,50225.196644,2.031233,2.352941
1637,31.827150,20.000000,0.000000,50225.196644,2.031233,2.352941
1638,29.795917,22.352941,0.000000,51309.264957,2.031233,2.352941
1639,29.795917,24.705882,0.000000,51309.264957,2.031233,2.352941
1640,29.795917,27.058824,0.000000,51309.264957,2.031233,2.352941
1641,31.827150,22.352941,0.000000,50225.196644,2.031233,2.352941
1642,31.827150,24.705882,0.000000,50225.196644,2.031233,2.352941
1643,29.795917,29.411765,0.000000,51309.264957,2.031233,2.352941
1644,29.795917,31.764706,0.000000,51309.264957,2.031233,2.352941
1645,29.795917,34.117647,0.000000,51309.264957,2.031233,2.352941
1646,29.795917,36.470588,0.000000,51309.264957,2.031233,2.352941
1647,29.795917,38.823529,0.000000,51309.264957,2.031233,2.352941
1648,29.795917,41.176471,0.000000,51309.264957,2.031233,2.352941
1649,31.827150,36.470588,0.000000,50225.196644,2.031233,2.352941
1650,31.827150,38.823529,0.000000,50225.196644,2.031233,2.352941
1651,31.827150,41.176471,0.000000,50225.196644,2.031233,2.352941
1652,33.858383,36.470588,0.000000,49078.100968,2.031233,2.352941
1653,33.858383,38.823529,0.000000,49078.100968,2.031233,2.352941
1654,33.858383,41.176471,0.000000,49078.100968,2.031233,2.352941
1655,29.795917,43.529412,0.000000,51309.264957,2.031233,2.352941
1656,29.795917,45.882353,0.000000,51309.264957,2.031233,2.352941
1657,29.795917,48.235294,0.000000,51309.264957,2.031233,2.352941
1658,31.827150,43.529412,0.000000,50225.196644,2.031233,2.352941
1659,31.827150,45.882353,0.000000,50225.196644,2.031233,2.352941
1660,31.827150,48.235294,0.000000,50225.196644,2.031233,2.352941
1661,33.858383,43.529412,0.000000,49078.100968,2.031233,2.352941
1662,33.858383,45.882353,0.000000,49078.100968,2.031233,2.352941
1663,33.858383,48.235294,0.000000,49078.100968,2.031233,2.352941
1664,29.795917,50.588235,0.000000,51309.264957,2.031233,2.352941
1665,29.795917,52.941176,0.000000,51309.264957,2.031233,2.352941
1666,29.795917,55.294118,0.000000,51309.264957,2.031233,2.352941
1667,31.827150,50.588235,0.000000,50225.196644,2.031233,2.352941
1668,31.827150,52.941176,0.000000,50225.196644,2.031233,2.352941
1669,31.827150,55.294118,0.000000,50225.196644,2.031233,2.352941
1670,33.858383,50.588235,0.000000,49078.100968,2.031233,2.352941
1671,33.858383,52.941176,0.000000,49078.100968,2.031233,2.352941
1672,33.858383,55.294118,0.000000,49078.100968,2.031233,2.352941
1673,29.795917,57.647059,0.000000,51309.264957,2.031233,2.352941
1674,29.795917,60.000000,0.000000,51309.264957,2.031233,2.352941
1675,29.795917,62.352941,0.000000,51309.264957,2.031233,2.352941
1676,31.827150,57.647059,0.000000,50225.196644,2.031233,2.352941
1677,31.827150,60.000000,0.000000,50225.196644,2.031233,2.352941
1678,31.827150,62.352941,0.000000,50225.196644,2.031233,2.352941
1679,33.858383,57.647059,0.000000,49078.100968,2.031233,2.352941
1680,33.858383,60.000000,0.000000,49078.100968,2.031233,2.352941
1681,33.858383,62.352941,0.000000,49078.100968,2.031233,2.352941
1682,29.795917,64.705882,0.000000,51309.264957,2.031233,2.352941
1683,29.795917,67.058824,0.000000,51309.264957,2.031233,2.352941
1684,29.795917,69.411765,0.000000,51309.264957,2.031233,2.352941
1685,31.827150,64.705882,0.000000,50225.196644,2.031233,2.352941
1686,31.827150,67.058824,0.000000,50225.196644,2.031233,2.352941
1687,31.827150,69.411765,0.000000,50225.196644,2.031233,2.352941
1688,33.858383,64.705882,0.000000,49078.100968,2.031233,2.352941
1689,33.858383,67.058824,0.000000,49078.100968,2.031233,2.352941
1690,33.858383,69.411765,0.000000,49078.100968,2.031233,2.352941
1691,29.795917,71.764706,0.000000,51309.264957,2.031233,2.352941
1692,29.795917,74.117647,0.000000,51309.264957,2.031233,2.352941
1693,29.795917,76.470588,0.000000,51309.264957,2.031233,2.352941
1694,31.827150,71.764706,0.000000,50225.196644,2.031233,2.352941
1695,31.827150,74.117647,0.000000,50225.196644,2.031233,2.352941
1696,31.827150,76.470588,0.000000,50225.196644,2.031233,2.352941
1697,33.858383,71.764706,0.000000,49078.100968,2.031233,2.352941
1698,33.858383,74.117647,0.000000,49078.100968,2.031233,2.352941
1699,33.858383,76.470588,0.000000,49078.100968,2.031233,2.352941
1700,29.795917,78.823529,0.000000,51309.264957,2.031233,2.352941
1701,29.795917,81.176471,0.000000,51309.264957,2.031233,2.352941
1702,29.795917,83.529412,0.000000,51309.264957,2.031233,2.352941
1703,31.827150,78.823529,0.000000,50225.196644,2.031233,2.352941
1704,31.827150,81.176471,0.000000,50225.196644,2.031233,2.352941
1705,31.827150,83.529412,0.000000,50225.196644,2.031233,2.352941
1706,33.858383,78.823529,0.000000,49078.100968,2.031233,2.352941
1707,33.858383,81.176471,0.000000,49078.100968,2.031233,2.352941
1708,33.858383,83.529412,0.000000,49078.100968,2.031233,2.352941
1709,29.795917,85.882353,0.000000,51309.264957,2.031233,2.352941
1710,29.795917,88.235294,0.000000,51309.264957,2.031233,2.352941
1711,29.795917,90.588235,0.000000,51309.264957,2.031233,2.352941
1712,31.827150,85.882353,0.000000,50225.196644,2.031233,2.352941
1713,31.827150,88.235294,0.000000,50225.196644,2.031233,2.352941
1714,31.827150,90.588235,0.000000,50225.196644,2.031233,2.352941
1715,33.858383,85.882353,0.000000,49078.100968,2.031233,2.352941
1716,33.858383,88.235294,0.000000,49078.100968,2.031233,2.352941
1717,33.858383,90.588235,0.000000,49078.100968,2.031233,2.352941
1718,29.795917,92.941176,0.000000,51309.264957,2.031233,2.352941
1719,29.795917,95.294118,0.000000,51309.264957,2.031233,2.352941
1720,29.795917,97.647059,0.000000,51309.264957,2.031233,2.352941
1721,31.827150,92.941176,0.000000,50225.196644,2.031233,2.352941
1722,31.827150,95.294118,0.000000,50225.196644,2.031233,2.352941
1723,31.827150,97.647059,0.000000,50225.196644,2.031233,2.352941
1724,33.858383,92.941176,0.000000,49078.100968,2.031233,2.352941
1725,33.858383,95.294118,0.000000,49078.100968,2.031233,2.352941
1726,33.858383,97.647059,0.000000,49078.100968,2.031233,2.352941
1727,29.795917,100.000000,0.000000,51309.264957,2.031233,2.352941
1728,29.795917,102.352941,0.000000,51309.264957,2.031233,2.352941
1729,29.795917,104.705882,0.000000,51309.264957,2.031233,2.352941
1730,31.827150,100.000000,0.000000,50225.196644,2.031233,2.352941
1731,31.827150,102.352941,0.000000,50225.196644,2.031233,2.352941
1732,31.827150,104.705882,0.000000,50225.196644,2.031233,2.352941
1733,33.858383,100.000000,0.000000,49078.100968,2.031233,2.352941
1734,33.858383,102.352941,0.000000,49078.100968,2.031233,2.352941
1735,33.858383,104.705882,0.000000,49078.100968,2.031233,2.352941
1736,29.795917,107.058824,0.000000,51309.264957,2.031233,2.352941
1737,29.795917,109.411765,0.000000,51309.264957,2.031233,2.352941
1738,29.795917,111.764706,0.000000,51309.264957,2.031233,2.352941
1739,31.827150,107.058824,0.000000,50225.196644,2.031233,2.352941
1740,31.827150,109.411765,0.000000,50225.196644,2.031233,2.352941
1741,31.827150,111.764706,0.000000,50225.196644,2.031233,2.352941
1742,33.858383,107.058824,0.000000,49078.100968,2.031233,2.352941
1743,33.858383,109.411765,0.000000,49078.100968,2.031233,2.352941
1744,33.858383,111.764706,0.000000,49078.100968,2.031233,2.352941
1745,29.795917,114.117647,0.000000,51309.264957,2.031233,2.352941
1746,29.795917,116.470588,0.000000,51309.264957,2.031233,2.352941
1747,29.795917,118.823529,0.000000,51309.264957,2.031233,2.352941
1748,31.827150,114.117647,0.000000,50225.196644,2.031233,2.352941
1749,31.827150,116.470588,0.000000,50225.196644,2.031233,2.352941
1750,31.827150,118.823529,0.000000,50225.196644,2.031233,2.352941
1751,33.858383,114.117647,0.000000,49078.100968,2.031233,2.352941
1752,33.858383,116.470588,0.000000,49078.100968,2.031233,2.352941
1753,33.858383,118.823529,0.000000,49078.100968,2.031233,2.352941
1754,29.795917,121.176471,0.000000,51309.264957,2.031233,2.352941
1755,31.827150,130.588235,0.000000,50225.196644,2.031233,2.352941
1756,33.858383,130.588235,0.000000,49078.100968,2.031233,2.352941
1757,33.858383,132.941176,0.000000,49078.100968,2.031233,2.352941
1758,33.858383,135.294118,0.000000,49078.100968,2.031233,2.352941
1759,31.827150,243.529412,0.000000,50225.196644,2.031233,2.352941
1760,31.827150,245.882353,0.000000,50225.196644,2.031233,2.352941
1761,33.858383,243.529412,0.000000,49078.100968,2.031233,2.352941
1762,33.858383,245.882353,0.000000,49078.100968,2.031233,2.352941
1763,29.795917,248.235294,0.000000,51309.264957,2.031233,2.352941
1764,29.795917,250.588235,0.000000,51309.264957,2.031233,2.352941
1765,29.795917,252.941176,0.000000,51309.264957,2.031233,2.352941
1766,31.827150,248.235294,0.000000,50225.196644,2.031233,2.352941
1767,31.827150,250.588235,0.000000,50225.196644,2.031233,2.352941
1768,31.827150,252.941176,0.000000,50225.196644,2.031233,2.352941
1769,33.858383,248.235294,0.000000,49078.100968,2.031233,2.352941
1770,33.858383,250.588235,0.000000,49078.100968,2.031233,2.352941
1771,33.858383,252.941176,0.000000,49078.100968,2.031233,2.352941
1772,29.795917,255.294118,0.000000,51309.264957,2.031233,2.352941
1773,29.795917,257.647059,0.000000,51309.264957,2.031233,2.352941
1774,29.795917,260.000000,0.000000,51309.264957,2.031233,2.352941
1775,31.827150,255.294118,0.000000,50225.196644,2.031233,2.352941
1776,31.827150,257.647059,0.000000,50225.196644,2.031233,2.352941
1777,31.827150,260.000000,0.000000,50225.196644,2.031233,2.352941
1778,33.858383,255.294118,0.000000,49078.100968,2.031233,2.352941
1779,33.858383,257.647059,0.000000,49078.100968,2.031233,2.352941
1780,33.858383,260.000000,0.000000,49078.100968,2.031233,2.352941
1781,29.795917,262.352941,0.000000,51309.264957,2.031233,2.352941
1782,29.795917,264.705882,0.000000,51309.264957,2.031233,2.352941
1783,29.795917,267.058824,0.000000,51309.264957,2.031233,2.352941
1784,31.827150,262.352941,0.000000,50225.196644,2.031233,2.352941
1785,31.827150,264.705882,0.000000,50225.196644,2.031233,2.352941
1786,31.827150,267.058824,0.000000,50225.196644,2.031233,2.352941
1787,33.858383,262.352941,0.000000,49078.100968,2.031233,2.352941
1788,33.858383,264.705882,0.000000,49078.100968,2.031233,2.352941
1789,33.858383,267.058824,0.000000,49078.100968,2.031233,2.352941
1790,29.795917,269.411765,0.000000,51309.264957,2.031233,2.352941
1791,31.827150,269.411765,0.000000,50225.196644,2.031233,2.352941
1792,31.827150,271.764706,0.000000,50225.196644,2.031233,2.352941
1793,31.827150,274.117647,0.000000,50225.196644,2.031233,2.352941
1794,33.858383,269.411765,0.000000,49078.100968,2.031233,2.352941
1795,33.858383,271.764706,0.000000,49078.100968,2.031233,2.352941
1796,33.858383,274.117647,0.000000,49078.100968,2.031233,2.352941
1797,29.795917,276.470588,0.000000,51309.264957,2.031233,2.352941
1798,31.827150,276.470588,0.000000,50225.196644,2.031233,2.352941
1799,31.827150,278.823529,0.000000,50225.196644,2.031233,2.352941
1800,33.858383,276.470588,0.000000,49078.100968,2.031233,2.352941
1801,33.858383,278.823529,0.000000,49078.100968,2.031233,2.352941
1802,33.858383,281.176471,0.000000,49078.100968,2.031233,2.352941
1803,29.795917,351.764706,0.000000,51309.264957,2.031233,2.352941
1804,31.827150,351.764706,0.000000,50225.196644,2.031233,2.352941
1805,29.795917,354.117647,0.000000,51309.264957,2.031233,2.352941
1806,29.795917,356.470588,0.000000,51309.264957,2.031233,2.352941
1807,29.795917,358.823529,0.000000,51309.264957,2.031233,2.352941
1808,31.827150,354.117647,0.000000,50225.196644,2.031233,2.352941
1809,31.827150,356.470588,0.000000,50225.196644,2.031233,2.352941
1810,31.827150,358.823529,0.000000,50225.196644,2.031233,2.352941
1811,33.858383,354.117647,0.000000,49078.100968,2.031233,2.352941
1812,33.858383,356.470588,0.000000,49078.100968,2.031233,2.352941
1813,33.858383,358.823529,0.000000,49078.100968,2.031233,2.352941
1814,35.889617,1.276596,0.000000,51943.525684,2.031233,2.553191
1815,35.889617,3.829787,0.000000,51943.525684,2.031233,2.553191
1816,35.889617,6.382979,0.000000,51943.525684,2.031233,2.553191
1817,39.952083,3.829787,0.000000,49127.627021,2.031233,2.553191
1818,35.889617,8.936170,0.000000,51943.525684,2.031233,2.553191
1819,37.920850,14.042553,0.000000,50567.135498,2.031233,2.553191
1820,39.952083,8.936170,0.000000,49127.627021,2.031233,2.553191
1821,37.920850,21.702128,0.000000,50567.135498,2.031233,2.553191
1822,39.952083,21.702128,0.000000,49127.627021,2.031233,2.553191
1823,37.920850,29.361702,0.000000,50567.135498,2.031233,2.553191
1824,39.952083,26.808511,0.000000,49127.627021,2.031233,2.553191
1825,39.952083,29.361702,0.000000,49127.627021,2.031233,2.553191
1826,35.889617,37.021277,0.000000,51943.525684,2.031233,2.553191
1827,37.920850,31.914894,0.000000,50567.135498,2.031233,2.553191
1828,37.920850,34.468085,0.000000,50567.135498,2.031233,2.553191
1829,37.920850,37.021277,0.000000,50567.135498,2.031233,2.553191
1830,39.952083,31.914894,0.000000,49127.627021,2.031233,2.553191
1831,39.952083,34.468085,0.000000,49127.627021,2.031233,2.553191
1832,39.952083,37.021277,0.000000,49127.627021,2.031233,2.553191
1833,35.889617,39.574468,0.000000,51943.525684,2.031233,2.553191
1834,35.889617,42.127660,0.000000,51943.525684,2.031233,2.553191
1835,35.889617,44.680851,0.000000,51943.525684,2.031233,2.553191
1836,37.920850,39.574468,0.000000,50567.135498,2.031233,2.553191
1837,37.920850,42.127660,0.000000,50567.135498,2.031233,2.553191
1838,37.920850,44.680851,0.000000,50567.135498,2.031233,2.553191
1839,39.952083,39.574468,0.000000,49127.627021,2.031233,2.553191
1840,39.952083,42.127660,0.000000,49127.627021,2.031233,2.553191
1841,39.952083,44.680851,0.000000,49127.627021,2.031233,2.553191
1842,35.889617,47.234043,0.000000,51943.525684,2.031233,2.553191
1843,35.889617,49.787234,0.000000,51943.525684,2.031233,2.553191
1844,35.889617,52.340426,0.000000,51943.525684,2.031233,2.553191
1845,37.920850,47.234043,0.000000,50567.135498,2.031233,2.553191
1846,39.952083,47.234043,0.000000,49127.627021,2.031233,2.553191
1847,35.889617,54.893617,0.000000,51943.525684,2.031233,2.553191
1848,35.889617,57.446809,0.000000,51943.525684,2.031233,2.553191
1849,35.889617,60.000000,0.000000,51943.525684,2.031233,2.553191
1850,37.920850,54.893617,0.000000,50567.135498,2.031233,2.553191
1851,37.920850,57.446809,0.000000,50567.135498,2.031233,2.553191
1852,37.920850,60.000000,0.000000,50567.135498,2.031233,2.553191
