"Point Number","Latitude (deg)","Longitude (deg)","Altitude (km)","Area (km^2)","Latitude Span (deg)","Longitude Span (deg)"
711,-12.859983,283.728814,0.000000,49892.233664,2.031233,2.033898
712,-12.859983,285.762712,0.000000,49892.233664,2.031233,2.033898
713,-10.828750,283.728814,0.000000,50269.362783,2.031233,2.033898
714,-10.828750,285.762712,0.000000,50269.362783,2.031233,2.033898
715,-8.797517,281.694915,0.000000,50582.596962,2.031233,2.033898
716,-8.797517,283.728814,0.000000,50582.596962,2.031233,2.033898
717,-8.797517,285.762712,0.000000,50582.596962,2.031233,2.033898
718,-12.859983,287.796610,0.000000,49892.233664,2.031233,2.033898
719,-12.859983,289.830508,0.000000,49892.233664,2.031233,2.033898
720,-12.859983,291.864407,0.000000,49892.233664,2.031233,2.033898
721,-10.828750,287.796610,0.000000,50269.362783,2.031233,2.033898
722,-10.828750,289.830508,0.000000,50269.362783,2.031233,2.033898
723,-10.828750,291.864407,0.000000,50269.362783,2.031233,2.033898
724,-8.797517,287.796610,0.000000,50582.596962,2.031233,2.033898
725,-8.797517,289.830508,0.000000,50582.596962,2.031233,2.033898
726,-8.797517,291.864407,0.000000,50582.596962,2.031233,2.033898
727,-12.859983,293.898305,0.000000,49892.233664,2.031233,2.033898
728,-12.859983,295.932203,0.000000,49892.233664,2.031233,2.033898
729,-12.859983,297.966102,0.000000,49892.233664,2.031233,2.033898
730,-10.828750,293.898305,0.000000,50269.362783,2.031233,2.033898
731,-10.828750,295.932203,0.000000,50269.362783,2.031233,2.033898
732,-10.828750,297.966102,0.000000,50269.362783,2.031233,2.033898
733,-8.797517,293.898305,0.000000,50582.596962,2.031233,2.033898
734,-8.797517,295.932203,0.000000,50582.596962,2.031233,2.033898
735,-8.797517,297.966102,0.000000,50582.596962,2.031233,2.033898
736,-12.859983,300.000000,0.000000,49892.233664,2.031233,2.033898
737,-12.859983,302.033898,0.000000,49892.233664,2.031233,2.033898
738,-12.859983,304.067797,0.000000,49892.233664,2.031233,2.033898
739,-10.828750,300.000000,0.000000,50269.362783,2.031233,2.033898
740,-10.828750,302.033898,0.000000,50269.362783,2.031233,2.033898
741,-10.828750,304.067797,0.000000,50269.362783,2.031233,2.033898
742,-8.797517,300.000000,0.000000,50582.596962,2.031233,2.033898
743,-8.797517,302.033898,0.000000,50582.596962,2.031233,2.033898
744,-8.797517,304.067797,0.000000,50582.596962,2.031233,2.033898
745,-12.859983,306.101695,0.000000,49892.233664,2.031233,2.033898
746,-12.859983,308.135593,0.000000,49892.233664,2.031233,2.033898
747,-12.859983,310.169492,0.000000,49892.233664,2.031233,2.033898
748,-10.828750,306.101695,0.000000,50269.362783,2.031233,2.033898
749,-10.828750,308.135593,0.000000,50269.362783,2.031233,2.033898
750,-10.828750,310.169492,0.000000,50269.362783,2.031233,2.033898
751,-8.797517,306.101695,0.000000,50582.596962,2.031233,2.033898
752,-8.797517,308.135593,0.000000,50582.596962,2.031233,2.033898
753,-8.797517,310.169492,0.000000,50582.596962,2.031233,2.033898
754,-12.859983,312.203390,0.000000,49892.233664,2.031233,2.033898
755,-12.859983,314.237288,0.000000,49892.233664,2.031233,2.033898
756,-12.859983,316.271186,0.000000,49892.233664,2.031233,2.033898
757,-10.828750,312.203390,0.000000,50269.362783,2.031233,2.033898
758,-10.828750,314.237288,0.000000,50269.362783,2.031233,2.033898
759,-10.828750,316.271186,0.000000,50269.362783,2.031233,2.033898
760,-8.797517,312.203390,0.000000,50582.596962,2.031233,2.033898
761,-8.797517,314.237288,0.000000,50582.596962,2.031233,2.033898
762,-8.797517,316.271186,0.000000,50582.596962,2.031233,2.033898
763,-12.859983,318.305085,0.000000,49892.233664,2.031233,2.033898
764,-12.859983,320.338983,0.000000,49892.233664,2.031233,2.033898
765,-10.828750,318.305085,0.000000,50269.362783,2.031233,2.033898
766,-10.828750,320.338983,0.000000,50269.362783,2.031233,2.033898
767,-10.828750,322.372881,0.000000,50269.362783,2.031233,2.033898
768,-8.797517,318.305085,0.000000,50582.596962,2.031233,2.033898
769,-8.797517,320.338983,0.000000,50582.596962,2.031233,2.033898
770,-8.797517,322.372881,0.000000,50582.596962,2.031233,2.033898
771,-8.797517,324.406780,0.000000,50582.596962,2.031233,2.033898
772,-2.703817,11.000000,0.000000,50282.748594,2.031233,2.000000
773,-6.766283,13.000000,0.000000,49984.306630,2.031233,2.000000
774,-6.766283,15.000000,0.000000,49984.306630,2.031233,2.000000
775,-6.766283,17.000000,0.000000,49984.306630,2.031233,2.000000
776,-4.735050,13.000000,0.000000,50165.456239,2.031233,2.000000
777,-4.735050,15.000000,0.000000,50165.456239,2.031233,2.000000
778,-4.735050,17.000000,0.000000,50165.456239,2.031233,2.000000
779,-2.703817,13.000000,0.000000,50282.748594,2.031233,2.000000
780,-2.703817,15.000000,0.000000,50282.748594,2.031233,2.000000
781,-2.703817,17.000000,0.000000,50282.748594,2.031233,2.000000
782,-6.766283,19.000000,0.000000,49984.306630,2.031233,2.000000
783,-6.766283,21.000000,0.000000,49984.306630,2.031233,2.000000
784,-6.766283,23.000000,0.000000,49984.306630,2.031233,2.000000
785,-4.735050,19.000000,0.000000,50165.456239,2.031233,2.000000
786,-4.735050,21.000000,0.000000,50165.456239,2.031233,2.000000
787,-4.735050,23.000000,0.000000,50165.456239,2.031233,2.000000
788,-2.703817,19.000000,0.000000,50282.748594,2.031233,2.000000
789,-2.703817,21.000000,0.000000,50282.748594,2.031233,2.000000
790,-2.703817,23.000000,0.000000,50282.748594,2.031233,2.000000
791,-6.766283,25.000000,0.000000,49984.306630,2.031233,2.000000
792,-6.766283,27.000000,0.000000,49984.306630,2.031233,2.000000
793,-6.766283,29.000000,0.000000,49984.306630,2.031233,2.000000
794,-4.735050,25.000000,0.000000,50165.456239,2.031233,2.000000
795,-4.735050,27.000000,0.000000,50165.456239,2.031233,2.000000
796,-4.735050,29.000000,0.000000,50165.456239,2.031233,2.000000
797,-2.703817,25.000000,0.000000,50282.748594,2.031233,2.000000
798,-2.703817,27.000000,0.000000,50282.748594,2.031233,2.000000
799,-2.703817,29.000000,0.000000,50282.748594,2.031233,2.000000
800,-6.766283,31.000000,0.000000,49984.306630,2.031233,2.000000
801,-6.766283,33.000000,0.000000,49984.306630,2.031233,2.000000
802,-6.766283,35.000000,0.000000,49984.306630,2.031233,2.000000
803,-4.735050,31.000000,0.000000,50165.456239,2.031233,2.000000
804,-4.735050,33.000000,0.000000,50165.456239,2.031233,2.000000
805,-4.735050,35.000000,0.000000,50165.456239,2.031233,2.000000
806,-2.703817,31.000000,0.000000,50282.748594,2.031233,2.000000
807,-2.703817,33.000000,0.000000,50282.748594,2.031233,2.000000
808,-2.703817,35.000000,0.000000,50282.748594,2.031233,2.000000
809,-6.766283,37.000000,0.000000,49984.306630,2.031233,2.000000
810,-6.766283,39.000000,0.000000,49984.306630,2.031233,2.000000
811,-4.735050,37.000000,0.000000,50165.456239,2.031233,2.000000
812,-4.735050,39.000000,0.000000,50165.456239,2.031233,2.000000
813,-2.703817,37.000000,0.000000,50282.748594,2.031233,2.000000
814,-2.703817,39.000000,0.000000,50282.748594,2.031233,2.000000
815,-6.766283,107.000000,0.000000,49984.306630,2.031233,2.000000
816,-4.735050,105.000000,0.000000,50165.456239,2.031233,2.000000
817,-2.703817,103.000000,0.000000,50282.748594,2.031233,2.000000
818,-2.703817,105.000000,0.000000,50282.748594,2.031233,2.000000
819,-6.766283,111.000000,0.000000,49984.306630,2.031233,2.000000
820,-2.703817,111.000000,0.000000,50282.748594,2.031233,2.000000
821,-2.703817,113.000000,0.000000,50282.748594,2.031233,2.000000
822,-2.703817,115.000000,0.000000,50282.748594,2.031233,2.000000
823,-2.703817,119.000000,0.000000,50282.748594,2.031233,2.000000
824,-4.735050,123.000000,0.000000,50165.456239,2.031233,2.000000
825,-4.735050,137.000000,0.000000,50165.456239,2.031233,2.000000
826,-2.703817,133.000000,0.000000,50282.748594,2.031233,2.000000
827,-2.703817,137.000000,0.000000,50282.748594,2.031233,2.000000
828,-6.766283,139.000000,0.000000,49984.306630,2.031233,2.000000
829,-6.766283,141.000000,0.000000,49984.306630,2.031233,2.000000
830,-6.766283,143.000000,0.000000,49984.306630,2.031233,2.000000
831,-4.735050,139.000000,0.000000,50165.456239,2.031233,2.000000
832,-4.735050,141.000000,0.000000,50165.456239,2.031233,2.000000
833,-4.735050,143.000000,0.000000,50165.456239,2.031233,2.000000
834,-2.703817,139.000000,0.000000,50282.748594,2.031233,2.000000
835,-2.703817,141.000000,0.000000,50282.748594,2.031233,2.000000
836,-6.766283,145.000000,0.000000,49984.306630,2.031233,2.000000
837,-4.735050,145.000000,0.000000,50165.456239,2.031233,2.000000
838,-6.766283,281.000000,0.000000,49984.306630,2.031233,2.000000
839,-4.735050,279.000000,0.000000,50165.456239,2.031233,2.000000
840,-4.735050,281.000000,0.000000,50165.456239,2.031233,2.000000
841,-2.703817,281.000000,0.000000,50282.748594,2.031233,2.000000
842,-6.766283,283.000000,0.000000,49984.306630,2.031233,2.000000
843,-6.766283,285.000000,0.000000,49984.306630,2.031233,2.000000
844,-6.766283,287.000000,0.000000,49984.306630,2.031233,2.000000
845,-4.735050,283.000000,0.000000,50165.456239,2.031233,2.000000
846,-4.735050,285.000000,0.000000,50165.456239,2.031233,2.000000
847,-4.735050,287.000000,0.000000,50165.456239,2.031233,2.000000
848,-2.703817,283.000000,0.000000,50282.748594,2.031233,2.000000
849,-2.703817,285.000000,0.000000,50282.748594,2.031233,2.000000
850,-2.703817,287.000000,0.000000,50282.748594,2.031233,2.000000
851,-6.766283,289.000000,0.000000,49984.306630,2.031233,2.000000
852,-6.766283,291.000000,0.000000,49984.306630,2.031233,2.000000
853,-6.766283,293.000000,0.000000,49984.306630,2.031233,2.000000
854,-4.735050,289.000000,0.000000,50165.456239,2.031233,2.000000
855,-4.735050,291.000000,0.000000,50165.456239,2.031233,2.000000
856,-4.735050,293.000000,0.000000,50165.456239,2.031233,2.000000
857,-2.703817,289.000000,0.000000,50282.748594,2.031233,2.000000
858,-2.703817,291.000000,0.000000,50282.748594,2.031233,2.000000
859,-2.703817,293.000000,0.000000,50282.748594,2.031233,2.000000
860,-6.766283,295.000000,0.000000,49984.306630,2.031233,2.000000
861,-6.766283,297.000000,0.000000,49984.306630,2.031233,2.000000
862,-6.766283,299.000000,0.000000,49984.306630,2.031233,2.000000
863,-4.735050,295.000000,0.000000,50165.456239,2.031233,2.000000
864,-4.735050,297.000000,0.000000,50165.456239,2.031233,2.000000
865,-4.735050,299.000000,0.000000,50165.456239,2.031233,2.000000
866,-2.703817,295.000000,0.000000,50282.748594,2.031233,2.000000
867,-2.703817,297.000000,0.000000,50282.748594,2.031233,2.000000
868,-2.703817,299.000000,0.000000,50282.748594,2.031233,2.000000
869,-6.766283,301.000000,0.000000,49984.306630,2.031233,2.000000
870,-6.766283,303.000000,0.000000,49984.306630,2.031233,2.000000
871,-6.766283,305.000000,0.000000,49984.306630,2.031233,2.000000
872,-4.735050,301.000000,0.000000,50165.456239,2.031233,2.000000
873,-4.735050,303.000000,0.000000,50165.456239,2.031233,2.000000
874,-4.735050,305.000000,0.000000,50165.456239,2.031233,2.000000
875,-2.703817,301.000000,0.000000,50282.748594,2.031233,2.000000
876,-2.703817,303.000000,0.000000,50282.748594,2.031233,2.000000
877,-2.703817,305.000000,0.000000,50282.748594,2.031233,2.000000
878,-6.766283,307.000000,0.000000,49984.306630,2.031233,2.000000
879,-6.766283,309.000000,0.000000,49984.306630,2.031233,2.000000
880,-6.766283,311.000000,0.000000,49984.306630,2.031233,2.000000
881,-4.735050,307.000000,0.000000,50165.456239,2.031233,2.000000
882,-4.735050,309.000000,0.000000,50165.456239,2.031233,2.000000
883,-4.735050,311.000000,0.000000,50165.456239,2.031233,2.000000
884,-2.703817,307.000000,0.000000,50282.748594,2.031233,2.000000
885,-2.703817,309.000000,0.000000,50282.748594,2.031233,2.000000
886,-2.703817,311.000000,0.000000,50282.748594,2.031233,2.000000
887,-6.766283,313.000000,0.000000,49984.306630,2.031233,2.000000
888,-6.766283,315.000000,0.000000,49984.306630,2.031233,2.000000
889,-6.766283,317.000000,0.000000,49984.306630,2.031233,2.000000
890,-4.735050,313.000000,0.000000,50165.456239,2.031233,2.000000
891,-4.735050,315.000000,0.000000,50165.456239,2.031233,2.000000
892,-4.735050,317.000000,0.000000,50165.456239,2.031233,2.000000
893,-2.703817,313.000000,0.000000,50282.748594,2.031233,2.000000
894,-2.703817,315.000000,0.000000,50282.748594,2.031233,2.000000
895,-2.703817,317.000000,0.000000,50282.748594,2.031233,2.000000
896,-6.766283,319.000000,0.000000,49984.306630,2.031233,2.000000
897,-6.766283,321.000000,0.000000,49984.306630,2.031233,2.000000
898,-6.766283,323.000000,0.000000,49984.306630,2.031233,2.000000
899,-4.735050,319.000000,0.000000,50165.456239,2.031233,2.000000
900,-4.735050,321.000000,0.000000,50165.456239,2.031233,2.000000
901,-6.766283,325.000000,0.000000,49984.306630,2.031233,2.000000
902,-0.672583,9.000000,0.000000,50336.019163,2.031233,2.000000
903,-0.672583,11.000000,0.000000,50336.019163,2.031233,2.000000
904,1.358650,11.000000,0.000000,50325.193184,2.031233,2.000000
905,3.389883,11.000000,0.000000,50250.285853,2.031233,2.000000
906,-0.672583,13.000000,0.000000,50336.019163,2.031233,2.000000
907,-0.672583,15.000000,0.000000,50336.019163,2.031233,2.000000
908,-0.672583,17.000000,0.000000,50336.019163,2.031233,2.000000
909,1.358650,13.000000,0.000000,50325.193184,2.031233,2.000000
910,1.358650,15.000000,0.000000,50325.193184,2.031233,2.000000
911,1.358650,17.000000,0.000000,50325.193184,2.031233,2.000000
912,3.389883,13.000000,0.000000,50250.285853,2.031233,2.000000
913,3.389883,15.000000,0.000000,50250.285853,2.031233,2.000000
914,3.389883,17.000000,0.000000,50250.285853,2.031233,2.000000
915,-0.672583,19.000000,0.000000,50336.019163,2.031233,2.000000
916,-0.672583,21.000000,0.000000,50336.019163,2.031233,2.000000
917,-0.672583,23.000000,0.000000,50336.019163,2.031233,2.000000
918,1.358650,19.000000,0.000000,50325.193184,2.031233,2.000000
919,1.358650,21.000000,0.000000,50325.193184,2.031233,2.000000
920,1.358650,23.000000,0.000000,50325.193184,2.031233,2.000000
921,3.389883,19.000000,0.000000,50250.285853,2.031233,2.000000
922,3.389883,21.000000,0.000000,50250.285853,2.031233,2.000000
923,3.389883,23.000000,0.000000,50250.285853,2.031233,2.000000
924,-0.672583,25.000000,0.000000,50336.019163,2.031233,2.000000
925,-0.672583,27.000000,0.000000,50336.019163,2.031233,2.000000
926,-0.672583,29.000000,0.000000,50336.019163,2.031233,2.000000
927,1.358650,25.000000,0.000000,50325.193184,2.031233,2.000000
928,1.358650,27.000000,0.000000,50325.193184,2.031233,2.000000
929,1.358650,29.000000,0.000000,50325.193184,2.031233,2.000000
930,3.389883,25.000000,0.000000,50250.285853,2.031233,2.000000
931,3.389883,27.000000,0.000000,50250.285853,2.031233,2.000000
932,3.389883,29.000000,0.000000,50250.285853,2.031233,2.000000
933,-0.672583,31.000000,0.000000,50336.019163,2.031233,2.000000
934,-0.672583,35.000000,0.000000,50336.019163,2.031233,2.000000
935,1.358650,31.000000,0.000000,50325.193184,2.031233,2.000000
936,1.358650,33.000000,0.000000,50325.193184,2.031233,2.000000
937,1.358650,35.000000,0.000000,50325.193184,2.031233,2.000000
938,3.389883,31.000000,0.000000,50250.285853,2.031233,2.000000
939,3.389883,33.000000,0.000000,50250.285853,2.031233,2.000000
940,3.389883,35.000000,0.000000,50250.285853,2.031233,2.000000
941,-0.672583,37.000000,0.000000,50336.019163,2.031233,2.000000
942,-0.672583,39.000000,0.000000,50336.019163,2.031233,2.000000
943,-0.672583,41.000000,0.000000,50336.019163,2.031233,2.000000
944,1.358650,37.000000,0.000000,50325.193184,2.031233,2.000000
945,1.358650,39.000000,0.000000,50325.193184,2.031233,2.000000
946,1.358650,41.000000,0.000000,50325.193184,2.031233,2.000000
947,3.389883,37.000000,0.000000,50250.285853,2.031233,2.000000
948,3.389883,39.000000,0.000000,50250.285853,2.031233,2.000000
949,3.389883,41.000000,0.000000,50250.285853,2.031233,2.000000
950,1.358650,43.000000,0.000000,50325.193184,2.031233,2.000000
951,3.389883,43.000000,0.000000,50250.285853,2.031233,2.000000
952,3.389883,45.000000,0.000000,50250.285853,2.031233,2.000000
953,-0.672583,101.000000,0.000000,50336.019163,2.031233,2.000000
954,1.358650,99.000000,0.000000,50325.193184,2.031233,2.000000
955,1.358650,101.000000,0.000000,50325.193184,2.031233,2.000000
956,3.389883,99.000000,0.000000,50250.285853,2.031233,2.000000
957,-0.672583,103.000000,0.000000,50336.019163,2.031233,2.000000
958,3.389883,103.000000,0.000000,50250.285853,2.031233,2.000000
959,-0.672583,111.000000,0.000000,50336.019163,2.031233,2.000000
960,-0.672583,113.000000,0.000000,50336.019163,2.031233,2.000000
961,1.358650,111.000000,0.000000,50325.193184,2.031233,2.000000
962,1.358650,113.000000,0.000000,50325.193184,2.031233,2.000000
963,-0.672583,115.000000,0.000000,50336.019163,2.031233,2.000000
964,-0.672583,117.000000,0.000000,50336.019163,2.031233,2.000000
965,1.358650,115.000000,0.000000,50325.193184,2.031233,2.000000
966,1.358650,117.000000,0.000000,50325.193184,2.031233,2.000000
967,3.389883,115.000000,0.000000,50250.285853,2.031233,2.000000
968,3.389883,117.000000,0.000000,50250.285853,2.031233,2.000000
969,-0.672583,123.000000,0.000000,50336.019163,2.031233,2.000000
970,1.358650,125.000000,0.000000,50325.193184,2.031233,2.000000
971,-0.672583,133.000000,0.000000,50336.019163,2.031233,2.000000
972,-0.672583,269.000000,0.000000,50336.019163,2.031233,2.000000
973,-0.672583,281.000000,0.000000,50336.019163,2.031233,2.000000
974,-0.672583,283.000000,0.000000,50336.019163,2.031233,2.000000
975,-0.672583,285.000000,0.000000,50336.019163,2.031233,2.000000
976,-0.672583,287.000000,0.000000,50336.019163,2.031233,2.000000
977,1.358650,283.000000,0.000000,50325.193184,2.031233,2.000000
978,1.358650,285.000000,0.000000,50325.193184,2.031233,2.000000
979,1.358650,287.000000,0.000000,50325.193184,2.031233,2.000000
980,3.389883,283.000000,0.000000,50250.285853,2.031233,2.000000
981,3.389883,285.000000,0.000000,50250.285853,2.031233,2.000000
982,3.389883,287.000000,0.000000,50250.285853,2.031233,2.000000
983,-0.672583,289.000000,0.000000,50336.019163,2.031233,2.000000
984,-0.672583,291.000000,0.000000,50336.019163,2.031233,2.000000
985,-0.672583,293.000000,0.000000,50336.019163,2.031233,2.000000
986,1.358650,289.000000,0.000000,50325.193184,2.031233,2.000000
987,1.358650,291.000000,0.000000,50325.193184,2.031233,2.000000
988,1.358650,293.000000,0.000000,50325.193184,2.031233,2.000000
989,3.389883,289.000000,0.000000,50250.285853,2.031233,2.000000
990,3.389883,291.000000,0.000000,50250.285853,2.031233,2.000000
991,3.389883,293.000000,0.000000,50250.285853,2.031233,2.000000
992,-0.672583,295.000000,0.000000,50336.019163,2.031233,2.000000
993,-0.672583,297.000000,0.000000,50336.019163,2.031233,2.000000
994,-0.672583,299.000000,0.000000,50336.019163,2.031233,2.000000
995,1.358650,295.000000,0.000000,50325.193184,2.031233,2.000000
996,1.358650,297.000000,0.000000,50325.193184,2.031233,2.000000
997,1.358650,299.000000,0.000000,50325.193184,2.031233,2.000000
998,3.389883,295.000000,0.000000,50250.285853,2.031233,2.000000
999,3.389883,297.000000,0.000000,50250.285853,2.031233,2.000000
1000,3.389883,299.000000,0.000000,50250.285853,2.031233,2.000000
1001,-0.672583,301.000000,0.000000,50336.019163,2.031233,2.000000
1002,-0.672583,303.000000,0.000000,50336.019163,2.031233,2.000000
1003,-0.672583,305.000000,0.000000,50336.019163,2.031233,2.000000
1004,1.358650,301.000000,0.000000,50325.193184,2.031233,2.000000
1005,1.358650,303.000000,0.000000,50325.193184,2.031233,2.000000
1006,1.358650,305.000000,0.000000,50325.193184,2.031233,2.000000
1007,3.389883,301.000000,0.000000,50250.285853,2.031233,2.000000
1008,3.389883,303.000000,0.000000,50250.285853,2.031233,2.000000
1009,3.389883,305.000000,0.000000,50250.285853,2.031233,2.000000
1010,-0.672583,307.000000,0.000000,50336.019163,2.031233,2.000000
1011,-0.672583,309.000000,0.000000,50336.019163,2.031233,2.000000
1012,-0.672583,311.000000,0.000000,50336.019163,2.031233,2.000000
1013,1.358650,307.000000,0.000000,50325.193184,2.031233,2.000000
1014,1.358650,309.000000,0.000000,50325.193184,2.031233,2.000000
1015,3.389883,307.000000,0.000000,50250.285853,2.031233,2.000000
1016,7.452350,1.016949,0.000000,50754.648050,2.031233,2.033898
1017,7.452350,3.050847,0.000000,50754.648050,2.031233,2.033898
1018,7.452350,5.084746,0.000000,50754.648050,2.031233,2.033898
1019,9.483583,1.016949,0.000000,50483.974299,2.031233,2.033898
1020,9.483583,3.050847,0.000000,50483.974299,2.031233,2.033898
1021,9.483583,5.084746,0.000000,50483.974299,2.031233,2.033898
1022,5.421117,7.118644,0.000000,50960.748083,2.031233,2.033898
1023,5.421117,9.152542,0.000000,50960.748083,2.031233,2.033898
1024,5.421117,11.186441,0.000000,50960.748083,2.031233,2.033898
1025,7.452350,7.118644,0.000000,50754.648050,2.031233,2.033898
1026,7.452350,9.152542,0.000000,50754.648050,2.031233,2.033898
1027,7.452350,11.186441,0.000000,50754.648050,2.031233,2.033898
1028,9.483583,7.118644,0.000000,50483.974299,2.031233,2.033898
1029,9.483583,9.152542,0.000000,50483.974299,2.031233,2.033898
1030,9.483583,11.186441,0.000000,50483.974299,2.031233,2.033898
1031,5.421117,13.220339,0.000000,50960.748083,2.031233,2.033898
1032,5.421117,15.254237,0.000000,50960.748083,2.031233,2.033898
1033,5.421117,17.288136,0.000000,50960.748083,2.031233,2.033898
1034,7.452350,13.220339,0.000000,50754.648050,2.031233,2.033898
1035,7.452350,15.254237,0.000000,50754.648050,2.031233,2.033898
1036,7.452350,17.288136,0.000000,50754.648050,2.031233,2.033898
1037,9.483583,13.220339,0.000000,50483.974299,2.031233,2.033898
1038,9.483583,15.254237,0.000000,50483.974299,2.031233,2.033898
1039,9.483583,17.288136,0.000000,50483.974299,2.031233,2.033898
1040,5.421117,19.322034,0.000000,50960.748083,2.031233,2.033898
1041,5.421117,21.355932,0.000000,50960.748083,2.031233,2.033898
1042,5.421117,23.389831,0.000000,50960.748083,2.031233,2.033898
1043,7.452350,19.322034,0.000000,50754.648050,2.031233,2.033898
1044,7.452350,21.355932,0.000000,50754.648050,2.031233,2.033898
1045,7.452350,23.389831,0.000000,50754.648050,2.031233,2.033898
1046,9.483583,19.322034,0.000000,50483.974299,2.031233,2.033898
1047,9.483583,21.355932,0.000000,50483.974299,2.031233,2.033898
1048,9.483583,23.389831,0.000000,50483.974299,2.031233,2.033898
1049,5.421117,25.423729,0.000000,50960.748083,2.031233,2.033898
1050,5.421117,27.457627,0.000000,50960.748083,2.031233,2.033898
1051,5.421117,29.491525,0.000000,50960.748083,2.031233,2.033898
1052,7.452350,25.423729,0.000000,50754.648050,2.031233,2.033898
1053,7.452350,27.457627,0.000000,50754.648050,2.031233,2.033898
1054,7.452350,29.491525,0.000000,50754.648050,2.031233,2.033898
1055,9.483583,25.423729,0.000000,50483.974299,2.031233,2.033898
1056,9.483583,27.457627,0.000000,50483.974299,2.031233,2.033898
1057,9.483583,29.491525,0.000000,50483.974299,2.031233,2.033898
1058,5.421117,31.525424,0.000000,50960.748083,2.031233,2.033898
1059,5.421117,33.559322,0.000000,50960.748083,2.031233,2.033898
1060,5.421117,35.593220,0.000000,50960.748083,2.031233,2.033898
1061,7.452350,31.525424,0.000000,50754.648050,2.031233,2.033898
1062,7.452350,33.559322,0.000000,50754.648050,2.031233,2.033898
1063,7.452350,35.593220,0.000000,50754.648050,2.031233,2.033898
1064,9.483583,31.525424,0.000000,50483.974299,2.031233,2.033898
1065,9.483583,33.559322,0.000000,50483.974299,2.031233,2.033898
1066,9.483583,35.593220,0.000000,50483.974299,2.031233,2.033898
1067,5.421117,37.627119,0.000000,50960.748083,2.031233,2.033898
1068,5.421117,39.661017,0.000000,50960.748083,2.031233,2.033898
1069,5.421117,41.694915,0.000000,50960.748083,2.031233,2.033898
1070,7.452350,37.627119,0.000000,50754.648050,2.031233,2.033898
1071,7.452350,39.661017,0.000000,50754.648050,2.031233,2.033898
1072,7.452350,41.694915,0.000000,50754.648050,2.031233,2.033898
1073,9.483583,37.627119,0.000000,50483.974299,2.031233,2.033898
1074,9.483583,39.661017,0.000000,50483.974299,2.031233,2.033898
1075,9.483583,41.694915,0.000000,50483.974299,2.031233,2.033898
1076,5.421117,43.728814,0.000000,50960.748083,2.031233,2.033898
1077,5.421117,45.762712,0.000000,50960.748083,2.031233,2.033898
1078,5.421117,47.796610,0.000000,50960.748083,2.031233,2.033898
1079,7.452350,43.728814,0.000000,50754.648050,2.031233,2.033898
1080,7.452350,45.762712,0.000000,50754.648050,2.031233,2.033898
1081,7.452350,47.796610,0.000000,50754.648050,2.031233,2.033898
1082,9.483583,43.728814,0.000000,50483.974299,2.031233,2.033898
1083,9.483583,45.762712,0.000000,50483.974299,2.031233,2.033898
1084,9.483583,47.796610,0.000000,50483.974299,2.031233,2.033898
1085,9.483583,49.830508,0.000000,50483.974299,2.031233,2.033898
1086,9.483583,78.305085,0.000000,50483.974299,2.031233,2.033898
1087,7.452350,80.338983,0.000000,50754.648050,2.031233,2.033898
1088,9.483583,80.338983,0.000000,50483.974299,2.031233,2.033898
1089,5.421117,100.677966,0.000000,50960.748083,2.031233,2.033898
1090,5.421117,102.711864,0.000000,50960.748083,2.031233,2.033898
1091,9.483583,98.644068,0.000000,50483.974299,2.031233,2.033898
1092,5.421117,116.949153,0.000000,50960.748083,2.031233,2.033898
1093,7.452350,125.084746,0.000000,50754.648050,2.031233,2.033898
1094,9.483583,123.050847,0.000000,50483.974299,2.031233,2.033898
1095,7.452350,279.661017,0.000000,50754.648050,2.031233,2.033898
1096,5.421117,283.728814,0.000000,50960.748083,2.031233,2.033898
1097,5.421117,285.762712,0.000000,50960.748083,2.031233,2.033898
1098,7.452350,283.728814,0.000000,50754.648050,2.031233,2.033898
1099,7.452350,285.762712,0.000000,50754.648050,2.031233,2.033898
1100,9.483583,285.762712,0.000000,50483.974299,2.031233,2.033898
1101,5.421117,287.796610,0.000000,50960.748083,2.031233,2.033898
1102,5.421117,289.830508,0.000000,50960.748083,2.031233,2.033898
1103,5.421117,291.864407,0.000000,50960.748083,2.031233,2.033898
1104,7.452350,287.796610,0.000000,50754.648050,2.031233,2.033898
1105,7.452350,289.830508,0.000000,50754.648050,2.031233,2.033898
1106,7.452350,291.864407,0.000000,50754.648050,2.031233,2.033898
1107,9.483583,287.796610,0.000000,50483.974299,2.031233,2.033898
1108,9.483583,289.830508,0.000000,50483.974299,2.031233,2.033898
1109,9.483583,291.864407,0.000000,50483.974299,2.031233,2.033898
1110,5.421117,293.898305,0.000000,50960.748083,2.031233,2.033898
1111,5.421117,295.932203,0.000000,50960.748083,2.031233,2.033898
1112,5.421117,297.966102,0.000000,50960.748083,2.031233,2.033898
1113,7.452350,293.898305,0.000000,50754.648050,2.031233,2.033898
1114,7.452350,295.932203,0.000000,50754.648050,2.031233,2.033898
1115,7.452350,297.966102,0.000000,50754.648050,2.031233,2.033898
1116,9.483583,293.898305,0.000000,50483.974299,2.031233,2.033898
1117,9.483583,295.932203,0.000000,50483.974299,2.031233,2.033898
1118,9.483583,297.966102,0.000000,50483.974299,2.031233,2.033898
1119,5.421117,300.000000,0.000000,50960.748083,2.031233,2.033898
1120,5.421117,302.033898,0.000000,50960.748083,2.031233,2.033898
1121,5.421117,304.067797,0.000000,50960.748083,2.031233,2.033898
