21,935.7595469,16,13,73
21,936.9353304,16,13,74
21,938.1236334,16,13,75
21,939.3323462,16,13,76
21,940.5617103,16,13,77
21,941.8081333,16,13,78
21,943.0680067,16,13,79
21,944.3529747,16,13,80
21,945.6517605,16,13,81
21,946.9645225,16,13,82
21,918.7215004,17,13,73
21,919.9005708,17,13,74
21,921.0998243,17,13,75
21,922.3157012,17,13,76
21,923.5522602,17,13,77
21,924.8097269,17,13,78
21,926.0806759,17,13,79
21,927.3652994,17,13,80
21,928.671408,17,13,81
21,929.9953432,17,13,82
7,901.7750135,6,13,73
7,902.965005,6,13,74
7,904.1752097,6,13,75
7,905.3982513,6,13,76
7,906.6420058,6,13,77
7,907.9066994,6,13,78
7,909.184907,6,13,79
7,910.4768213,6,13,80
7,911.7940707,6,13,81
7,913.125362,6,13,82
21,884.92772,19,13,73
21,886.1248165,19,13,74
21,887.342156,19,13,75
21,888.5723627,19,13,76
21,889.8233132,19,13,77
21,891.095234,19,13,78
21,892.3807006,19,13,79
21,893.687541,19,13,80
21,895.0082966,19,13,81
21,896.3507619,19,13,82
21,868.1796206,20,13,73
21,869.3838228,20,13,74
21,870.6006636,20,13,75
21,871.8456702,20,13,76
21,873.1038172,20,13,77
21,874.382966,20,13,78
21,875.6756921,20,13,79
21,876.9898241,20,13,80
21,878.3179038,20,13,81
21,879.6677259,20,13,82
21,935.7595469,-5,14,73
21,936.9353304,-5,14,74
21,938.1236334,-5,14,75
21,939.3323462,-5,14,76
21,940.5617103,-5,14,77
21,941.8081333,-5,14,78
21,943.0680067,-5,14,79
21,944.3529747,-5,14,80
21,945.6517605,-5,14,81
21,946.9645225,-5,14,82
21,918.7215004,-4,14,73
21,919.9005708,-4,14,74
21,921.0998243,-4,14,75
21,922.3157012,-4,14,76
21,923.5522602,-4,14,77
21,924.8097269,-4,14,78
21,926.0806759,-4,14,79
21,927.3652994,-4,14,80
21,928.671408,-4,14,81
21,929.9953432,-4,14,82
7,901.7750135,-1,14,73
7,902.965005,-1,14,74
7,904.1752097,-1,14,75
7,905.3982513,-1,14,76
7,906.6420058,-1,14,77
7,907.9066994,-1,14,78
7,909.184907,-1,14,79
7,910.4768213,-1,14,80
7,911.7940707,-1,14,81
7,913.125362,-1,14,82
21,884.92772,-2,14,73
21,886.1248165,-2,14,74
21,887.342156,-2,14,75
21,888.5723627,-2,14,76
21,889.8233132,-2,14,77
21,891.095234,-2,14,78
21,892.3807006,-2,14,79
21,893.687541,-2,14,80
21,895.0082966,-2,14,81
21,896.3507619,-2,14,82
21,868.1796206,-1,14,73
21,869.3838228,-1,14,74
21,870.6006636,-1,14,75
21,871.8456702,-1,14,76
21,873.1038172,-1,14,77
21,874.382966,-1,14,78
21,875.6756921,-1,14,79
21,876.9898241,-1,14,80
21,878.3179038,-1,14,81
21,879.6677259,-1,14,82
