6,915.8399639994495,5,13,77.6
7,907.3961578257449,6,13,77.6
8,901.082380933788,7,13,77.6
9,896.180991595199,8,13,77.6
10,892.2644576507037,9,13,77.6
11,921.2223109764864,9,13,77.6
11,889.0655710809342,10,13,77.6
12,886.4011032447779,11,13,77.6
13,911.289777138054,11,13,77.6
13,884.1489016043879,12,13,77.6
14,882.217351645706,13,13,77.6
15,904.0293200400502,13,13,77.6
16,923.2454612973597,13,13,77.6
15,880.5453770072727,14,13,77.6
17,919.3213124411795,14,13,77.6
16,879.0871703885468,15,13,77.6
17,898.4866301267039,15,13,77.6
17,877.7969244095002,16,13,77.6
19,912.7250713931016,16,13,77.6
18,876.6517354093594,17,13,77.6
19,894.1196582961356,17,13,77.6
20,909.9308279711577,17,13,77.6
21,924.3066605985614,17,13,77.6
19,875.6248823968072,18,13,77.6
21,890.5848515750749,19,13,77.6
22,905.0981576598806,19,13,77.6
23,918.4128028659161,19,13,77.6
23,903.0062895484052,20,13,77.6
23,887.6722607015254,21,13,77.6
25,913.4732565453542,21,13,77.6
26,924.9555953210102,21,13,77.6
25,899.3187974335005,22,13,77.6
27,922.4209322009146,22,13,77.6
25,885.2253777609094,23,13,77.6
26,897.685000948014,23,13,77.6
27,909.2742569029924,23,13,77.6
28,920.0694966830943,23,13,77.6
29,917.8783853976447,24,13,77.6
27,883.1449537880335,25,13,77.6
28,894.7800484946938,25,13,77.6
29,905.6554800490967,25,13,77.6
29,893.4783544418033,26,13,77.6
29,881.3546433359488,27,13,77.6
26,924.9555953210102,-5,14,77.6
27,922.4209322009146,-5,14,77.6
28,920.0694966830943,-5,14,77.6
29,917.8783853976447,-5,14,77.6
21,924.3066605985614,-4,14,77.6
11,921.2223109764864,-2,14,77.6
23,918.4128028659161,-4,14,77.6
6,915.8399639994495,-1,14,77.6
25,913.4732565453542,-4,14,77.6
13,911.289777138054,-2,14,77.6
27,909.2742569029924,-4,14,77.6
7,907.3961578257449,-1,14,77.6
29,905.6554800490967,-4,14,77.6
16,923.2454612973597,-3,14,77.6
17,919.3213124411795,-3,14,77.6
19,912.7250713931016,-3,14,77.6
20,909.9308279711577,-3,14,77.6
22,905.0981576598806,-3,14,77.6
23,903.0062895484052,-3,14,77.6
8,901.082380933788,-1,14,77.6
25,899.3187974335005,-3,14,77.6
26,897.685000948014,-3,14,77.6
9,896.180991595199,-1,14,77.6
28,894.7800484946938,-3,14,77.6
29,893.4783544418033,-3,14,77.6
15,904.0293200400502,-2,14,77.6
17,898.4866301267039,-2,14,77.6
19,894.1196582961356,-2,14,77.6
10,892.2644576507037,-1,14,77.6
21,890.5848515750749,-2,14,77.6
11,889.0655710809342,-1,14,77.6
23,887.6722607015254,-2,14,77.6
12,886.4011032447779,-1,14,77.6
25,885.2253777609094,-2,14,77.6
13,884.1489016043879,-1,14,77.6
27,883.1449537880335,-2,14,77.6
14,882.217351645706,-1,14,77.6
29,881.3546433359488,-2,14,77.6
15,880.5453770072727,-1,14,77.6
16,879.0871703885468,-1,14,77.6
17,877.7969244095002,-1,14,77.6
18,876.6517354093594,-1,14,77.6
19,875.6248823968072,-1,14,77.6
