-60,0
-58,0
-56,0
-54,0
-52,0
-50,0
-48,3.7241e-05
-46,7.4482e-05
-44,7.4482e-05
-42,0.00011172
-40,0.00014896
-38,0.00033517
-36,0.0006331
-34,0.0013779
-32,0.0024952
-30,0.0043572
-28,0.0061076
-26,0.010576
-24,0.015157
-22,0.024728
-20,0.036012
-18,0.044615
-16,0.050536
-14,0.049829
-12,0.028676
-10,0.010316
-8,0.0035752
-6,0.00067034
-4,3.7241e-05
-2,0
0,7.4482e-05
2,0.00011172
4,0.0015269
6,0.0065544
8,0.015902
10,0.035379
12,0.057724
14,0.087107
16,0.094257
18,0.091278
20,0.071652
22,0.050574
24,0.039289
26,0.034485
28,0.029421
30,0.027223
32,0.019216
34,0.016125
36,0.011545
38,0.008342
40,0.0052882
42,0.0029793
44,0.0016759
46,0.0011172
48,0.00044689
50,0.00018621
52,3.7241e-05
54,0
56,0
58,0
60,0
