-90,0
-88,0
-86,0
-84,0
-82,0
-80,0
-78,0
-76,0
-74,0
-72,0
-70,5.3087e-05
-68,0.000101
-66,0.00012148
-64,0.00044319
-62,0.0011132
-60,0.0010228
-58,0.0010858
-56,0.0015934
-54,0.0017395
-52,0.0019726
-50,0.0025861
-48,0.0043382
-46,0.0046826
-44,0.0056918
-42,0.0070091
-40,0.010637
-38,0.013948
-36,0.015617
-34,0.019009
-32,0.023111
-30,0.028188
-28,0.023772
-26,0.025683
-24,0.024663
-22,0.03118
-20,0.040713
-18,0.052777
-16,0.05904
-14,0.054008
-12,0.029053
-10,0.010846
-8,0.0013723
-6,0.00080803
-4,0.00080803
-2,0.00080803
0,0.00080803
2,0.00080803
4,0.00080803
6,0.00080803
8,0.0013723
10,0.010846
12,0.029053
14,0.054008
16,0.05904
18,0.052777
20,0.040713
22,0.03118
24,0.024663
26,0.025683
28,0.023772
30,0.028188
32,0.023111
34,0.019009
36,0.015617
38,0.013948
40,0.010637
42,0.0070091
44,0.0056918
46,0.0046826
48,0.0043382
50,0.0025861
52,0.0019726
54,0.0017395
56,0.0015934
58,0.0010858
60,0.0010228
62,0.0011132
64,0.00044319
66,0.00012148
68,0.000101
70,5.3087e-05
72,0
74,0
76,0
78,0
80,0
82,0
84,0
86,0
88,0
90,0
